SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
BAJAJFINSV,2033.5,2033.5,523,14-Aug-2026 09:07:25,4091,19033,SELL
BAJAJ-AUTO,11698,11698,252,14-Aug-2026 09:07:38,1399,4146,SELL
APOLLOHOSP,8615,8615,1738,14-Aug-2026 09:07:25,2571,20004,SELL
HDFCLIFE,539.5,539.5,1009,14-Aug-2026 09:07:38,23250,91528,SELL
WIPRO,183.55,183.55,31221,14-Aug-2026 09:07:26,130472,350467,SELL
GRASIM,3264.8,3264.8,1620,14-Aug-2026 09:07:25,19447,13302,BUY
HCLTECH,1372.8,1372.8,3118,14-Aug-2026 09:07:26,6469,95783,SELL
KOTAKBANK,393.1,393.1,31200,14-Aug-2026 09:07:26,27991,141716,SELL
POWERGRID,267,267,8706,14-Aug-2026 09:07:26,150613,227345,SELL
SBILIFE,1812.8,1812.8,652,14-Aug-2026 09:07:27,7687,4866,BUY
TITAN,5064,5064,4089,14-Aug-2026 09:07:27,13437,10020,BUY
SUNPHARMA,1932,1932,1618,14-Aug-2026 09:07:26,15198,18321,SELL
NESTLEIND,1506.9,1506.9,1827,14-Aug-2026 09:07:26,3593,16863,SELL
ADANIENT,2965,2965,776,14-Aug-2026 09:07:38,14522,28738,SELL
HDFCBANK,725,725,189705,14-Aug-2026 09:07:26,617073,529654,BUY
BHARTIARTL,1939.1,1939.1,70852,14-Aug-2026 09:07:26,49706,66557,SELL
EICHERMOT,8100,8100,2839,14-Aug-2026 09:07:39,1990,16611,SELL
TCS,2375.1,2375.1,23385,14-Aug-2026 09:07:26,20557,73102,SELL
BAJFINANCE,1090.8,1090.8,24549,14-Aug-2026 09:07:26,37737,90346,SELL
RELIANCE,1317,1317,75595,14-Aug-2026 09:07:25,142886,343114,SELL
TATACONSUM,1090.5,1090.5,2405,14-Aug-2026 09:07:28,10704,29755,SELL
JIOFIN,255.6,255.6,99069,14-Aug-2026 09:07:26,335104,1593631,SELL
MAXHEALTH,1013.3,1013.3,9618,14-Aug-2026 09:07:25,18587,33397,SELL
MARUTI,13905,13905,170,14-Aug-2026 09:07:27,4619,6355,SELL
INDIGO,5370,5370,507,14-Aug-2026 09:07:25,2242,17696,SELL
ADANIPORTS,1658,1658,3159,14-Aug-2026 09:07:38,15637,36067,SELL
DRREDDY,1205.9,1205.9,1771,14-Aug-2026 09:07:38,15449,53226,SELL
BEL,410.45,410.45,31592,14-Aug-2026 09:07:25,230687,830651,SELL
ITC,278.35,278.35,33813,14-Aug-2026 09:07:26,247984,586719,SELL
LT,4068.7,4068.7,6737,14-Aug-2026 09:07:26,16625,82731,SELL
ETERNAL,317.8,317.8,100727,14-Aug-2026 09:07:25,154169,1027914,SELL
CIPLA,1457.5,1457.5,403,14-Aug-2026 09:07:38,6563,17832,SELL
M&M,3425,3425,5465,14-Aug-2026 09:07:25,11031,25310,SELL
SBIN,1082,1082,16262,14-Aug-2026 09:07:25,101845,227571,SELL
HINDUNILVR,2089,2089,1244,14-Aug-2026 09:07:38,21974,40765,SELL
ASIANPAINT,2751,2751,966,14-Aug-2026 09:07:39,2989,16171,SELL
ONGC,239.49,239.49,10015,14-Aug-2026 09:07:39,147402,437889,SELL
NTPC,343.65,343.65,11817,14-Aug-2026 09:07:25,64775,196750,SELL
COALINDIA,409.8,409.8,9340,14-Aug-2026 09:07:38,109177,191783,SELL
SHRIRAMFIN,1130,1130,4506,14-Aug-2026 09:07:26,40862,98822,SELL
TECHM,1635,1635,4091,14-Aug-2026 09:07:25,5959,24648,SELL
ICICIBANK,1403,1403,75404,14-Aug-2026 09:07:26,103991,141975,SELL
INFY,1170.4,1170.4,16555,14-Aug-2026 09:07:26,66905,188275,SELL
ULTRACEMCO,11657,11657,509,14-Aug-2026 09:07:25,2962,4133,SELL
TATASTEEL,184,184,67917,14-Aug-2026 09:07:26,263585,798941,SELL
AXISBANK,1216,1216,21793,14-Aug-2026 09:07:26,27705,52586,SELL
JSWSTEEL,1267.3,1267.3,1156,14-Aug-2026 09:07:29,8987,24697,SELL
HINDALCO,1035.8,1035.8,28277,14-Aug-2026 09:07:26,15969,68254,SELL
TRENT,2947.7,2947.7,9364,14-Aug-2026 09:07:25,4656,27168,SELL
TMPV,329,329,289956,14-Aug-2026 09:07:26,100033,1179525,SELL
