SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
TMPV,320,320,796892,15-Sep-2026 09:09:16,468099,187541,BUY
INFY,1085,1085,289554,15-Sep-2026 09:09:15,365236,155208,BUY
HCLTECH,1252,1252,32936,15-Sep-2026 09:09:15,83645,33993,BUY
TCS,2275.5,2275.5,67823,15-Sep-2026 09:09:16,131280,32939,BUY
TECHM,1588,1588,18896,15-Sep-2026 09:09:16,19149,21084,SELL
LTM,4404.3,4404.3,2184,15-Sep-2026 09:09:15,13071,3912,BUY
WIPRO,172.2,172.2,217517,15-Sep-2026 09:09:15,398982,534216,SELL
TATAPOWER,375,375,158170,15-Sep-2026 09:09:16,77284,242881,SELL
MPHASIS,2353,2353,3752,15-Sep-2026 09:09:16,19580,3750,BUY
PERSISTENT,5654,5654,3666,15-Sep-2026 09:09:16,10415,7482,BUY
COFORGE,1887.3,1887.3,25249,15-Sep-2026 09:09:16,55420,31226,BUY
HDFCBANK,722.4,722.4,1616833,15-Sep-2026 09:09:15,3387267,1436955,BUY
TATAELXSI,3450,3450,2697,15-Sep-2026 09:09:18,7058,6085,BUY
TATASTEEL,186.1,186.1,399330,15-Sep-2026 09:09:16,455618,1450264,SELL
ALKEM,5170,5170,914,15-Sep-2026 09:09:16,7339,1190,BUY
SHRIRAMFIN,1044.9,1044.9,94773,15-Sep-2026 09:09:16,23089,76841,SELL
ADANIPORTS,1791.4,1791.4,40650,15-Sep-2026 09:09:16,12593,36833,SELL
KALYANKJIL,610,610,57701,15-Sep-2026 09:09:15,124409,115129,BUY
SAGILITY,45.85,45.85,111748,15-Sep-2026 09:09:16,345877,827629,SELL
NAUKRI,1268.1,1268.1,3563,15-Sep-2026 09:09:16,5452,5445,BUY
HEROMOTOCO,5287.5,5287.5,4763,15-Sep-2026 09:09:15,3223,7452,SELL
OFSS,11910,11910,1072,15-Sep-2026 09:09:16,2553,4120,SELL
ETERNAL,327.5,327.5,284496,15-Sep-2026 09:09:16,123088,543251,SELL
APOLLOHOSP,8937,8937,13014,15-Sep-2026 09:09:15,2310,6661,SELL
KPITTECH,560,560,15082,15-Sep-2026 09:09:16,52870,41377,BUY
ONGC,234.9,234.9,121368,15-Sep-2026 09:09:16,379839,682629,SELL
LODHA,1128,1128,13824,15-Sep-2026 09:09:15,15707,16512,SELL
MAXHEALTH,1048,1048,20713,15-Sep-2026 09:09:16,5435,20406,SELL
BSE,3417,3417,37420,15-Sep-2026 09:09:16,76895,145747,SELL
MARICO,809.65,809.65,5445,15-Sep-2026 09:09:17,6915,9308,SELL
OIL,494.4,494.4,5995,15-Sep-2026 09:09:16,26332,112958,SELL
