SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
ONGC,252.5,252.5,62169,24-Jul-2026 09:07:20,135523,387550,SELL
ADANIENT,3010,3010,5173,24-Jul-2026 09:07:19,15242,22406,SELL
COALINDIA,427,427,9341,24-Jul-2026 09:07:30,85799,135563,SELL
EICHERMOT,7710,7710,1303,24-Jul-2026 09:07:32,1464,18553,SELL
NTPC,347.95,347.95,10584,24-Jul-2026 09:07:30,57254,83827,SELL
CIPLA,1390.1,1390.1,4206,24-Jul-2026 09:07:19,21058,15144,BUY
BEL,404.2,404.2,43466,24-Jul-2026 09:07:20,168093,437220,SELL
BHARTIARTL,1900.2,1900.2,55755,24-Jul-2026 09:07:19,21517,60268,SELL
GRASIM,3100,3100,570,24-Jul-2026 09:07:32,892,6442,SELL
TECHM,1549,1549,3511,24-Jul-2026 09:07:19,11958,61164,SELL
TATASTEEL,183.41,183.41,47416,24-Jul-2026 09:07:20,194560,662881,SELL
M&M,3215.3,3215.3,11298,24-Jul-2026 09:07:20,10689,49335,SELL
SUNPHARMA,1945,1945,6907,24-Jul-2026 09:07:32,7904,20005,SELL
ICICIBANK,1428,1428,26147,24-Jul-2026 09:07:20,34092,78349,SELL
MARUTI,13340,13340,541,24-Jul-2026 09:07:30,3433,6925,SELL
WIPRO,174,174,45474,24-Jul-2026 09:07:20,243825,495230,SELL
BAJAJ-AUTO,11229,11229,1257,24-Jul-2026 09:07:20,1458,6757,SELL
JIOFIN,232,232,64661,24-Jul-2026 09:07:20,387304,758051,SELL
AXISBANK,1216.8,1216.8,12653,24-Jul-2026 09:07:19,25424,110456,SELL
SBILIFE,1844.1,1844.1,1288,24-Jul-2026 09:07:32,5192,18417,SELL
HDFCLIFE,548,548,3323,24-Jul-2026 09:07:31,229581,63681,BUY
BAJAJFINSV,1878.9,1878.9,270,24-Jul-2026 09:07:30,2832,15281,SELL
NESTLEIND,1439.8,1439.8,3376,24-Jul-2026 09:07:30,7182,28225,SELL
RELIANCE,1265,1265,52015,24-Jul-2026 09:07:20,157721,495238,SELL
HCLTECH,1237,1237,9709,24-Jul-2026 09:07:20,9935,230408,SELL
ITC,279.55,279.55,31937,24-Jul-2026 09:07:19,206223,627503,SELL
HINDUNILVR,2148,2148,1383,24-Jul-2026 09:07:31,10836,23502,SELL
SBIN,1006,1006,25003,24-Jul-2026 09:07:19,66717,113354,SELL
JSWSTEEL,1238.6,1238.6,865,24-Jul-2026 09:07:31,5802,18031,SELL
APOLLOHOSP,8801,8801,287,24-Jul-2026 09:07:33,1131,1986,SELL
TATACONSUM,1100,1100,1878,24-Jul-2026 09:07:32,11966,29561,SELL
ETERNAL,285,285,240457,24-Jul-2026 09:07:20,313209,949219,SELL
SHRIRAMFIN,1018.1,1018.1,14952,24-Jul-2026 09:07:20,32284,90103,SELL
MAXHEALTH,1076,1076,1058,24-Jul-2026 09:07:31,7569,14466,SELL
ADANIPORTS,1764.9,1764.9,3899,24-Jul-2026 09:07:30,10325,32896,SELL
HINDALCO,947.6,947.6,7918,24-Jul-2026 09:07:31,30755,72280,SELL
TMPV,321,321,28888,24-Jul-2026 09:07:20,95505,245878,SELL
LT,3751,3751,8059,24-Jul-2026 09:07:19,19960,28745,SELL
POWERGRID,286.5,286.5,40095,24-Jul-2026 09:07:20,124509,153855,SELL
TRENT,2841.3,2841.3,3660,24-Jul-2026 09:07:32,7679,22452,SELL
HDFCBANK,738.5,738.5,536282,24-Jul-2026 09:07:20,538513,343986,BUY
BAJFINANCE,1027.3,1027.3,80110,24-Jul-2026 09:07:20,32332,134871,SELL
KOTAKBANK,378.6,378.6,126012,24-Jul-2026 09:07:20,2468827,126891,BUY
ULTRACEMCO,11750,11750,1045,24-Jul-2026 09:07:32,1522,4457,SELL
INDIGO,4950,4950,11412,24-Jul-2026 09:07:20,20531,14913,BUY
DRREDDY,1147,1147,16121,24-Jul-2026 09:07:19,21030,29414,SELL
TCS,2205.1,2205.1,11617,24-Jul-2026 09:07:20,29457,104197,SELL
ASIANPAINT,2620.1,2620.1,3220,24-Jul-2026 09:07:30,3294,19299,SELL
INFY,1028,1028,400753,24-Jul-2026 09:07:20,341717,144359,BUY
TITAN,4605,4605,4531,24-Jul-2026 09:07:20,1492,6399,SELL
