SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
TVSMOTOR,3586,3586,23763,02-Jul-2026 09:07:50,29098,11140,BUY
INFY,1006.4,1006.4,113873,02-Jul-2026 09:07:51,664088,242808,BUY
VMM,118.9,118.9,71070,02-Jul-2026 09:07:51,174359,417618,SELL
FORCEMOT,18653,18653,1165,02-Jul-2026 09:07:51,4670,4372,BUY
COFORGE,1395,1395,19473,02-Jul-2026 09:07:50,52482,44416,BUY
NHPC,80.9,80.9,332951,02-Jul-2026 09:07:51,854275,695607,BUY
CANBK,128.27,128.27,489588,02-Jul-2026 09:07:50,1372757,1781787,SELL
MPHASIS,2158.7,2158.7,4207,02-Jul-2026 09:07:51,4304,12217,SELL
HCLTECH,1049,1049,22290,02-Jul-2026 09:07:51,77265,78466,SELL
BAJAJ-AUTO,9975,9975,4104,02-Jul-2026 09:07:51,6087,5884,BUY
TCS,2008,2008,38127,02-Jul-2026 09:07:51,162004,96942,BUY
BHARATFORG,2135,2135,3664,02-Jul-2026 09:07:51,3935,12380,SELL
PERSISTENT,4384,4384,4167,02-Jul-2026 09:07:51,9604,54972,SELL
TECHM,1378.3,1378.3,6366,02-Jul-2026 09:07:51,30202,30491,SELL
NMDC,85.29,85.29,57539,02-Jul-2026 09:07:51,510844,615734,SELL
PRESTIGE,1643.5,1643.5,4269,02-Jul-2026 09:07:50,10889,33234,SELL
KALYANKJIL,385.25,385.25,18941,02-Jul-2026 09:07:50,52126,140719,SELL
ASHOKLEY,164,164,231454,02-Jul-2026 09:07:50,555630,972685,SELL
OBEROIRLTY,1822.9,1822.9,1981,02-Jul-2026 09:07:50,12299,13449,SELL
OFSS,10971,10971,488,02-Jul-2026 09:07:50,2492,3556,SELL
PGEL,556.2,556.2,13446,02-Jul-2026 09:08:03,31546,44158,SELL
CONCOR,484.9,484.9,11389,02-Jul-2026 09:07:53,11459,174447,SELL
TMPV,351.15,351.15,27818,02-Jul-2026 09:07:51,181909,316970,SELL
CROMPTON,272,272,5023,02-Jul-2026 09:07:54,77280,65339,BUY
LUPIN,2420,2420,3635,02-Jul-2026 09:07:52,7189,23636,SELL
HEROMOTOCO,4879.4,4879.4,4534,02-Jul-2026 09:07:50,10186,22689,SELL
360ONE,1075,1075,362,02-Jul-2026 09:07:54,5233,12493,SELL
COALINDIA,438.4,438.4,47471,02-Jul-2026 09:07:51,179072,215830,SELL
DIVISLAB,6600,6600,116,02-Jul-2026 09:08:04,758,2838,SELL
TATACONSUM,1099.9,1099.9,3368,02-Jul-2026 09:07:50,17602,17514,BUY
ETERNAL,282,282,279613,02-Jul-2026 09:07:51,336718,559786,SELL
JSWSTEEL,1226,1226,2042,02-Jul-2026 09:08:03,7360,14657,SELL
AMBUJACEM,422.2,422.2,4322,02-Jul-2026 09:07:53,69649,116433,SELL
ICICIPRULI,496.9,496.9,1091,02-Jul-2026 09:08:04,22441,22753,SELL
MCX,2985.5,2985.5,19897,02-Jul-2026 09:07:51,61765,39593,BUY
HDFCLIFE,574.3,574.3,4428,02-Jul-2026 09:07:50,40918,52983,SELL
HINDPETRO,394.95,394.95,20649,02-Jul-2026 09:07:51,83940,195859,SELL
HINDZINC,528.1,528.1,7460,02-Jul-2026 09:07:51,66900,158560,SELL
MUTHOOTFIN,2935,2935,1266,02-Jul-2026 09:08:04,6166,6496,SELL
BANKBARODA,273.5,273.5,10236,02-Jul-2026 09:07:53,155674,322624,SELL
NUVAMA,1800,1800,146,02-Jul-2026 09:07:50,2770,7450,SELL
PNB,108.26,108.26,42629,02-Jul-2026 09:08:04,295969,1010525,SELL
TORNTPHARM,4672,4672,346,02-Jul-2026 09:07:51,414,2853,SELL
KAYNES,3173,3173,1665,02-Jul-2026 09:08:04,15731,27377,SELL
LTM,3570.1,3570.1,833,02-Jul-2026 09:07:50,6296,8520,SELL
ULTRACEMCO,11531,11531,341,02-Jul-2026 09:07:52,2198,5262,SELL
CHOLAFIN,1814.9,1814.9,6397,02-Jul-2026 09:07:53,3110,6776,SELL
KPITTECH,561,561,34580,02-Jul-2026 09:07:51,183598,237365,SELL
SWIGGY,248.52,248.52,11600,02-Jul-2026 09:07:51,144553,200796,SELL
GODREJCP,1050,1050,3681,02-Jul-2026 09:08:04,13098,29761,SELL
CIPLA,1465.4,1465.4,905,02-Jul-2026 09:07:52,7348,31854,SELL
GLENMARK,2174.9,2174.9,1178,02-Jul-2026 09:07:50,9607,13729,SELL
INDIANB,825.9,825.9,5470,02-Jul-2026 09:07:50,46175,30924,BUY
ASTRAL,1370,1370,1282,02-Jul-2026 09:07:53,9808,29057,SELL
SONACOMS,623,623,2237,02-Jul-2026 09:08:04,8861,61813,SELL
BAJAJHLDNG,10780,10780,22,02-Jul-2026 09:07:55,498,2071,SELL
NTPC,359.95,359.95,7989,02-Jul-2026 09:07:50,56386,100362,SELL
ADANIPORTS,1858.5,1858.5,9278,02-Jul-2026 09:07:53,26418,39654,SELL
BIOCON,420.5,420.5,497,02-Jul-2026 09:07:51,21097,101328,SELL
UNITDSPR,1359.8,1359.8,289,02-Jul-2026 09:08:04,4978,21888,SELL
NBCC,105,105,24469,02-Jul-2026 09:08:04,161467,366023,SELL
SUNPHARMA,1876,1876,2485,02-Jul-2026 09:07:51,7020,27297,SELL
VEDL,277,277,45520,02-Jul-2026 09:07:51,242632,700431,SELL
JINDALSTEL,1034,1034,537,02-Jul-2026 09:07:52,16117,12240,BUY
MOTILALOFS,960.85,960.85,4671,02-Jul-2026 09:08:04,6745,33583,SELL
BSE,3963.7,3963.7,12007,02-Jul-2026 09:07:50,30796,105242,SELL
DELHIVERY,510.25,510.25,85206,02-Jul-2026 09:07:51,170356,84573,BUY
INOXWIND,90.3,90.3,19244,02-Jul-2026 09:07:52,119563,435879,SELL
KEI,5273.5,5273.5,106,02-Jul-2026 09:07:50,4499,6393,SELL
SIEMENS,3578.5,3578.5,120,02-Jul-2026 09:07:51,2555,8521,SELL
MAZDOCK,2548,2548,6601,02-Jul-2026 09:07:51,20303,74660,SELL
MOTHERSON,148.24,148.24,23549,02-Jul-2026 09:07:51,241609,386089,SELL
BRITANNIA,5287,5287,501,02-Jul-2026 09:07:51,2659,9473,SELL
ICICIGI,1766,1766,323,02-Jul-2026 09:07:51,1806,1983,SELL
MFSL,1616.7,1616.7,205,02-Jul-2026 09:07:54,1772,6021,SELL
AUROPHARMA,1559.9,1559.9,367,02-Jul-2026 09:07:52,3970,10952,SELL
NAM-INDIA,1202,1202,1857,02-Jul-2026 09:07:50,16768,17327,SELL
IRFC,91.6,91.6,42223,02-Jul-2026 09:07:51,473436,1411219,SELL
INDHOTEL,722,722,2712,02-Jul-2026 09:08:04,11832,50456,SELL
JSWENERGY,572,572,1719,02-Jul-2026 09:08:04,26996,74775,SELL
TATASTEEL,186,186,35086,02-Jul-2026 09:07:51,291243,488951,SELL
