SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
AMBER,7355.5,7355.5,4665,17-Aug-2026 09:07:11,10482,13398,SELL
PATANJALI,357,357,128528,17-Aug-2026 09:07:10,197807,193864,BUY
BDL,1413.2,1413.2,25303,17-Aug-2026 09:07:11,50577,105153,SELL
SONACOMS,799,799,10504,17-Aug-2026 09:07:22,20191,46319,SELL
SUPREMEIND,3590,3590,1840,17-Aug-2026 09:07:23,5120,7941,SELL
DALBHARAT,1856.4,1856.4,201,17-Aug-2026 09:07:22,536,6327,SELL
SUNPHARMA,1945,1945,11978,17-Aug-2026 09:07:10,5986,19853,SELL
INOXWIND,74.18,74.18,21341,17-Aug-2026 09:07:22,169774,267517,SELL
ONGC,237.99,237.99,88695,17-Aug-2026 09:07:11,332278,483408,SELL
BANDHANBNK,174.2,174.2,20622,17-Aug-2026 09:07:24,58735,285424,SELL
DIVISLAB,8532,8532,697,17-Aug-2026 09:07:23,2363,3502,SELL
VOLTAS,1329,1329,32093,17-Aug-2026 09:07:10,41792,59823,SELL
OIL,471.4,471.4,3508,17-Aug-2026 09:07:21,15050,67107,SELL
MAZDOCK,2594.9,2594.9,5062,17-Aug-2026 09:07:11,18196,86776,SELL
CONCOR,530,530,2810,17-Aug-2026 09:07:10,13396,69658,SELL
BHEL,424,424,33071,17-Aug-2026 09:07:10,79742,212566,SELL
KFINTECH,945.2,945.2,3708,17-Aug-2026 09:07:21,10207,43223,SELL
HAVELLS,1305,1305,2041,17-Aug-2026 09:07:22,12507,30961,SELL
UPL,566,566,5955,17-Aug-2026 09:07:11,36190,439264,SELL
AUROPHARMA,1630.6,1630.6,2954,17-Aug-2026 09:07:11,2456,4251,SELL
KAYNES,3679.1,3679.1,4372,17-Aug-2026 09:07:11,10402,22457,SELL
NBCC,89.46,89.46,82711,17-Aug-2026 09:07:11,263442,268767,SELL
NATIONALUM,377.9,377.9,23215,17-Aug-2026 09:07:10,84085,151039,SELL
GVT&D,4371.6,4371.6,1266,17-Aug-2026 09:07:22,8097,14462,SELL
GLENMARK,2329.7,2329.7,529,17-Aug-2026 09:07:24,2779,21654,SELL
KPITTECH,617,617,1857,17-Aug-2026 09:07:22,19436,41909,SELL
UNOMINDA,1246,1246,666,17-Aug-2026 09:07:25,6572,14839,SELL
APLAPOLLO,2093,2093,609,17-Aug-2026 09:07:24,3734,5685,SELL
ADANIENT,3049,3049,2993,17-Aug-2026 09:07:24,12236,23492,SELL
HINDZINC,564.4,564.4,10145,17-Aug-2026 09:07:11,71576,153733,SELL
