SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
POLICYBZR,1665,1665,49695,06-Aug-2026 09:07:57,92001,38391,BUY
COFORGE,1813.9,1813.9,35515,06-Aug-2026 09:07:58,27245,40764,SELL
BANDHANBNK,173,173,56232,06-Aug-2026 09:07:58,258321,440242,SELL
PNBHOUSING,1138.1,1121.6,8404,06-Aug-2026 09:07:58,19383,37334,SELL
VEDL,280.95,280.95,135828,06-Aug-2026 09:07:57,524984,728658,SELL
MUTHOOTFIN,2933,2933,14487,06-Aug-2026 09:07:58,17825,19477,SELL
MANAPPURAM,368.7,368.7,24273,06-Aug-2026 09:08:10,138487,61397,BUY
HINDZINC,604.25,604.25,135007,06-Aug-2026 09:07:58,251497,235307,BUY
DMART,3988.9,3988.9,539,06-Aug-2026 09:08:00,6162,5685,BUY
HAL,4695.3,4695.3,6037,06-Aug-2026 09:07:57,9019,33262,SELL
NATIONALUM,385,385,138726,06-Aug-2026 09:07:57,100260,208012,SELL
ASIANPAINT,2788,2788,9849,06-Aug-2026 09:07:58,3238,21208,SELL
APLAPOLLO,1968,1968,1911,06-Aug-2026 09:08:11,6694,12706,SELL
KALYANKJIL,575,575,26630,06-Aug-2026 09:07:58,143329,223048,SELL
KPITTECH,628.9,628.9,4267,06-Aug-2026 09:08:10,42142,31160,BUY
SONACOMS,821.9,821.9,26166,06-Aug-2026 09:08:10,13512,25052,SELL
MCX,2620.5,2620.5,6597,06-Aug-2026 09:07:58,42650,54469,SELL
NESTLEIND,1531.9,1531.9,58798,06-Aug-2026 09:07:58,13115,36328,SELL
PGEL,607.7,607.7,2435,06-Aug-2026 09:08:09,21736,79161,SELL
JINDALSTEL,1122,1122,995,06-Aug-2026 09:08:00,20387,30167,SELL
AUROPHARMA,1625,1625,15208,06-Aug-2026 09:07:58,24586,57368,SELL
IDEA,12.89,12.89,1232180,06-Aug-2026 09:07:58,10613718,8412921,BUY
PRESTIGE,1604.2,1604.2,246,06-Aug-2026 09:08:10,4628,8739,SELL
ICICIBANK,1460,1460,873981,06-Aug-2026 09:07:58,19793,221335,SELL
LTF,320.55,320.55,9869,06-Aug-2026 09:07:58,27087,196319,SELL
SHRIRAMFIN,1130,1130,90826,06-Aug-2026 09:07:57,66902,83534,SELL
BIOCON,428,428,69710,06-Aug-2026 09:07:58,104641,81493,BUY
LTM,4535.5,4535.5,575,06-Aug-2026 09:08:10,2174,5257,SELL
NBCC,96.6,96.6,90565,06-Aug-2026 09:07:58,226272,587189,SELL
MOTHERSON,155.3,155.3,31941,06-Aug-2026 09:07:58,332336,389063,SELL
NMDC,86.32,86.32,87829,06-Aug-2026 09:07:58,515060,1029183,SELL
ABB,7737,7737,1463,06-Aug-2026 09:07:57,4877,6794,SELL
MANKIND,2450,2450,388,06-Aug-2026 09:08:11,3862,5683,SELL
UNIONBANK,176.8,176.8,22701,06-Aug-2026 09:07:58,110867,680422,SELL
AMBUJACEM,447.5,447.5,5925,06-Aug-2026 09:08:10,62874,111401,SELL
GODREJCP,1075,1075,1433,06-Aug-2026 09:08:01,6922,11654,SELL
INOXWIND,79.3,79.3,23470,06-Aug-2026 09:07:58,153233,554942,SELL
UNOMINDA,1257,1257,1241,06-Aug-2026 09:08:10,6820,11791,SELL
DLF,652.65,652.65,3112,06-Aug-2026 09:07:59,82858,82563,BUY
HDFCBANK,739,739,677202,06-Aug-2026 09:07:58,634342,630605,BUY
TATACONSUM,1102,1102,9070,06-Aug-2026 09:07:58,10872,26678,SELL
CONCOR,519,519,1342,06-Aug-2026 09:08:11,15854,37644,SELL
BANKINDIA,141.7,141.7,6089,06-Aug-2026 09:08:11,172628,876166,SELL
ONGC,241.4,241.4,72479,06-Aug-2026 09:07:58,165117,613399,SELL
CROMPTON,267.4,267.4,1648,06-Aug-2026 09:08:10,22879,60512,SELL
GLENMARK,2270,2270,456,06-Aug-2026 09:07:59,3614,10204,SELL
HINDPETRO,396.9,396.9,10789,06-Aug-2026 09:07:57,157555,431753,SELL
LAURUSLABS,1843,1843,12612,06-Aug-2026 09:07:58,29737,27194,BUY
TIINDIA,2800.3,2800.3,300,06-Aug-2026 09:07:57,2570,6753,SELL
APOLLOHOSP,8947,8947,1298,06-Aug-2026 09:08:10,3138,6372,SELL
LODHA,1255,1255,720,06-Aug-2026 09:07:59,19142,17908,BUY
SAIL,176.21,176.21,31818,06-Aug-2026 09:07:58,179591,456316,SELL
TORNTPHARM,5020,5020,182,06-Aug-2026 09:07:59,2886,4250,SELL
RELIANCE,1285,1285,88569,06-Aug-2026 09:07:58,225942,497728,SELL
HINDALCO,1044,1044,84815,06-Aug-2026 09:07:57,93192,128772,SELL
LUPIN,2397,2397,1608,06-Aug-2026 09:08:10,5951,13014,SELL
ADANIGREEN,1385.1,1385.1,2729,06-Aug-2026 09:08:10,8188,43333,SELL
OFSS,11800,11800,462,06-Aug-2026 09:08:10,1380,5278,SELL
SRF,2649,2649,591,06-Aug-2026 09:07:58,2236,14579,SELL
ASTRAL,1439.6,1439.6,196,06-Aug-2026 09:07:57,4082,12013,SELL
PIIND,2819,2819,208,06-Aug-2026 09:08:00,1265,7079,SELL
SUZLON,48.3,48.3,126224,06-Aug-2026 09:07:58,1297082,2655314,SELL
TECHM,1655,1655,3298,06-Aug-2026 09:08:11,5742,17421,SELL
INDUSTOWER,386.95,386.95,4786,06-Aug-2026 09:07:59,77518,107297,SELL
LICHSGFIN,513.5,513.5,2240,06-Aug-2026 09:08:10,47427,101566,SELL
SIEMENS,3990.4,3990.4,409,06-Aug-2026 09:08:10,2086,9431,SELL
BDL,1243.1,1243.1,1920,06-Aug-2026 09:08:10,19850,32278,SELL
ADANIPORTS,1704,1704,2983,06-Aug-2026 09:08:10,9203,52452,SELL
DABUR,415,415,9781,06-Aug-2026 09:07:59,46881,268203,SELL
DIVISLAB,8408,8408,254,06-Aug-2026 09:08:00,1877,6069,SELL
NAUKRI,1245,1245,670,06-Aug-2026 09:08:11,5126,14898,SELL
RADICO,4561,4561,1420,06-Aug-2026 09:08:10,2395,6044,SELL
