SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
ADANIPORTS,1694.9,1694.9,31360,03-Sep-2026 09:07:31,27034,52174,SELL
POWERGRID,269.9,269.9,105437,03-Sep-2026 09:07:31,302759,365427,SELL
HCLTECH,1345,1345,5971,03-Sep-2026 09:07:30,21332,47208,SELL
COALINDIA,422,422,113483,03-Sep-2026 09:07:31,233459,261050,SELL
AXISBANK,1265,1265,10088,03-Sep-2026 09:07:43,81180,49016,BUY
SHRIRAMFIN,1056,1056,11581,03-Sep-2026 09:07:31,56462,73443,SELL
ICICIBANK,1438.3,1438.3,126551,03-Sep-2026 09:07:30,132618,68265,BUY
SBIN,1028.9,1028.9,26462,03-Sep-2026 09:07:31,110337,193710,SELL
JSWSTEEL,1315,1315,1098,03-Sep-2026 09:07:31,7612,28961,SELL
HDFCBANK,705,705,296153,03-Sep-2026 09:07:30,806331,858275,SELL
HDFCLIFE,536.15,536.15,2419,03-Sep-2026 09:07:32,39741,52164,SELL
BAJAJ-AUTO,12191,12191,706,03-Sep-2026 09:07:30,2027,2560,SELL
ULTRACEMCO,11450,11450,241,03-Sep-2026 09:07:44,1417,3520,SELL
DRREDDY,1162,1162,1440,03-Sep-2026 09:07:31,15254,25964,SELL
HINDALCO,1014.5,1014.5,4709,03-Sep-2026 09:07:30,32608,47074,SELL
LT,3999.8,3999.8,1338,03-Sep-2026 09:07:30,18529,37783,SELL
ADANIENT,2905,2905,1516,03-Sep-2026 09:07:43,15126,31377,SELL
BAJAJFINSV,1998,1998,1624,03-Sep-2026 09:07:43,4381,15008,SELL
TMPV,314,314,13009,03-Sep-2026 09:07:30,126712,249509,SELL
KOTAKBANK,425,425,10153,03-Sep-2026 09:07:30,87184,82767,BUY
INFY,1144,1144,48886,03-Sep-2026 09:07:31,58681,197638,SELL
M&M,3200,3200,6312,03-Sep-2026 09:07:30,21462,41510,SELL
MAXHEALTH,997,997,941,03-Sep-2026 09:07:43,14946,23666,SELL
INDIGO,5035,5035,825,03-Sep-2026 09:07:33,7196,9873,SELL
SBILIFE,1724.9,1724.9,574,03-Sep-2026 09:07:31,4621,4743,SELL
TRENT,2860,2860,274,03-Sep-2026 09:07:44,7668,18438,SELL
TCS,2353.6,2353.6,7370,03-Sep-2026 09:07:30,22520,56520,SELL
WIPRO,177.5,177.5,33865,03-Sep-2026 09:07:31,195323,512831,SELL
HINDUNILVR,1978.9,1978.9,1507,03-Sep-2026 09:07:30,21158,31398,SELL
ETERNAL,327.8,327.8,53369,03-Sep-2026 09:07:31,140611,410179,SELL
NTPC,330.45,330.45,16342,03-Sep-2026 09:07:32,111691,232497,SELL
TATASTEEL,184.11,184.11,68915,03-Sep-2026 09:07:31,506492,1185103,SELL
BAJFINANCE,1057.1,1057.1,183591,03-Sep-2026 09:07:30,83949,54049,BUY
ASIANPAINT,2530,2530,655,03-Sep-2026 09:07:43,11160,8200,BUY
ITC,266.5,266.5,30750,03-Sep-2026 09:07:30,249064,626794,SELL
CIPLA,1414,1414,882,03-Sep-2026 09:07:31,9685,20281,SELL
BEL,406.05,406.05,28781,03-Sep-2026 09:07:31,204549,653407,SELL
EICHERMOT,7715,7715,1084,03-Sep-2026 09:07:30,3380,8516,SELL
TATACONSUM,1012.5,1012.5,804,03-Sep-2026 09:07:44,10003,20642,SELL
MARUTI,12853,12853,586,03-Sep-2026 09:07:31,3595,9167,SELL
SUNPHARMA,1932,1932,2228,03-Sep-2026 09:07:44,10819,30099,SELL
ONGC,237.5,237.5,17832,03-Sep-2026 09:07:31,164529,442048,SELL
TECHM,1623,1623,1817,03-Sep-2026 09:07:31,4155,21276,SELL
RELIANCE,1313.1,1313.1,82002,03-Sep-2026 09:07:30,137970,257681,SELL
JIOFIN,236.9,236.9,44495,03-Sep-2026 09:07:31,459687,569539,SELL
NESTLEIND,1424.1,1424.1,1488,03-Sep-2026 09:07:32,6130,26093,SELL
APOLLOHOSP,8690,8690,1089,03-Sep-2026 09:07:30,3042,3151,SELL
TITAN,5057.5,5057.5,3124,03-Sep-2026 09:07:31,3672,12011,SELL
BHARTIARTL,1855.6,1855.6,45270,03-Sep-2026 09:07:30,35238,93398,SELL
GRASIM,3275.1,3275.1,1283,03-Sep-2026 09:07:33,51968,98353,SELL
