SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
ONGC,252,252,190360,14-Jul-2026 09:07:43,354324,379577,SELL
ADANIPORTS,1819.3,1819.3,7386,14-Jul-2026 09:07:43,13595,37136,SELL
INFY,1107.8,1107.8,69643,14-Jul-2026 09:07:43,142272,234039,SELL
TECHM,1509,1509,6675,14-Jul-2026 09:07:54,10874,38696,SELL
TCS,2182.9,2182.9,29018,14-Jul-2026 09:07:43,55878,142770,SELL
AXISBANK,1320.1,1320.1,49977,14-Jul-2026 09:07:43,18810,37245,SELL
WIPRO,178.5,178.5,51792,14-Jul-2026 09:07:43,331454,1123254,SELL
DRREDDY,1234.5,1234.5,3194,14-Jul-2026 09:07:42,28030,25934,BUY
CIPLA,1426.7,1426.7,1111,14-Jul-2026 09:07:54,5582,18865,SELL
TRENT,2900,2900,4115,14-Jul-2026 09:07:42,19362,32318,SELL
COALINDIA,429.95,429.95,16303,14-Jul-2026 09:07:43,120103,139695,SELL
ITC,279.25,279.25,57806,14-Jul-2026 09:07:42,331618,548494,SELL
GRASIM,3138,3138,8560,14-Jul-2026 09:07:43,7666,15679,SELL
TATASTEEL,186.7,186.7,65329,14-Jul-2026 09:07:43,459396,655629,SELL
ADANIENT,3169.9,3169.9,2520,14-Jul-2026 09:07:54,11706,47563,SELL
HINDUNILVR,2125,2125,4812,14-Jul-2026 09:07:55,18512,20986,SELL
HINDALCO,964,964,9148,14-Jul-2026 09:07:54,52742,40074,BUY
KOTAKBANK,383.5,383.5,183199,14-Jul-2026 09:07:43,103487,829632,SELL
BEL,409.35,409.35,65193,14-Jul-2026 09:07:42,322534,534455,SELL
SBIN,1033.3,1033.3,54336,14-Jul-2026 09:07:43,71139,205587,SELL
APOLLOHOSP,8750,8750,1309,14-Jul-2026 09:07:43,1455,2135,SELL
TITAN,4579.8,4579.8,2856,14-Jul-2026 09:07:42,3750,11082,SELL
RELIANCE,1290,1290,79121,14-Jul-2026 09:07:43,187444,303484,SELL
EICHERMOT,7257,7257,1318,14-Jul-2026 09:07:53,3696,14132,SELL
MARUTI,13619,13619,1010,14-Jul-2026 09:07:43,3238,6883,SELL
SUNPHARMA,1910,1910,4217,14-Jul-2026 09:07:54,6327,19576,SELL
HDFCLIFE,570,570,7429,14-Jul-2026 09:07:43,28609,97505,SELL
NESTLEIND,1418.5,1418.5,2377,14-Jul-2026 09:07:55,4244,22519,SELL
TMPV,340.05,340.05,20026,14-Jul-2026 09:07:42,115458,356469,SELL
ICICIBANK,1400,1400,104432,14-Jul-2026 09:07:43,34616,104153,SELL
JIOFIN,239.7,239.7,39769,14-Jul-2026 09:07:43,468613,641077,SELL
SBILIFE,1842,1842,2487,14-Jul-2026 09:07:54,4261,10139,SELL
ETERNAL,283.05,283.05,137310,14-Jul-2026 09:07:43,112900,696982,SELL
SHRIRAMFIN,1040,1040,39236,14-Jul-2026 09:07:43,50708,72286,SELL
HDFCBANK,811.4,811.4,424021,14-Jul-2026 09:07:43,277018,862882,SELL
TATACONSUM,1089.8,1089.8,2245,14-Jul-2026 09:07:56,10123,17124,SELL
BHARTIARTL,1885,1885,112334,14-Jul-2026 09:07:43,33903,40218,SELL
MAXHEALTH,1096.5,1096.5,2037,14-Jul-2026 09:07:43,15418,17753,SELL
NTPC,348.5,348.5,72225,14-Jul-2026 09:07:42,89558,187696,SELL
LT,3892,3892,10733,14-Jul-2026 09:07:43,26804,32543,SELL
ULTRACEMCO,11462,11462,542,14-Jul-2026 09:07:43,1095,4388,SELL
JSWSTEEL,1225.1,1225.1,2335,14-Jul-2026 09:07:54,7048,37049,SELL
BAJAJFINSV,1884.4,1884.4,2429,14-Jul-2026 09:07:55,3914,27664,SELL
M&M,3121,3121,12553,14-Jul-2026 09:07:43,27964,45618,SELL
POWERGRID,282.35,282.35,90180,14-Jul-2026 09:07:43,78677,174914,SELL
BAJFINANCE,1007,1007,35055,14-Jul-2026 09:07:43,38005,78331,SELL
BAJAJ-AUTO,10212.5,10212.5,13705,14-Jul-2026 09:07:43,7557,37097,SELL
HCLTECH,1200,1200,252972,14-Jul-2026 09:07:43,83005,448529,SELL
ASIANPAINT,2604,2604,15203,14-Jul-2026 09:07:42,5090,22928,SELL
INDIGO,5119,5119,8159,14-Jul-2026 09:07:43,7188,18661,SELL
