SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
ONGC,249.59,249.59,147205,09-Jul-2026 09:07:34,243545,390182,SELL
TITAN,4614.8,4614.8,8833,09-Jul-2026 09:07:35,7694,6146,BUY
TATACONSUM,1098.8,1098.8,3522,09-Jul-2026 09:07:35,9343,25006,SELL
COALINDIA,432.45,432.45,23861,09-Jul-2026 09:07:35,164988,134559,BUY
BHARTIARTL,1902,1902,73648,09-Jul-2026 09:07:35,29804,26301,BUY
TRENT,2945,2945,1631,09-Jul-2026 09:07:35,16494,40810,SELL
TATASTEEL,189.5,189.5,79027,09-Jul-2026 09:07:35,291848,603072,SELL
LT,3916,3916,13611,09-Jul-2026 09:07:35,33397,27512,BUY
SHRIRAMFIN,1019.4,1019.4,28632,09-Jul-2026 09:07:35,35614,53261,SELL
JIOFIN,231,231,75901,09-Jul-2026 09:07:34,659079,720767,SELL
ADANIENT,3060,3060,3997,09-Jul-2026 09:07:46,23030,20210,BUY
KOTAKBANK,371.5,371.5,35353,09-Jul-2026 09:07:34,62669,179491,SELL
BEL,409.15,409.15,34299,09-Jul-2026 09:07:35,244745,477224,SELL
JSWSTEEL,1224,1224,1695,09-Jul-2026 09:07:47,5693,20919,SELL
MARUTI,14000,14000,1248,09-Jul-2026 09:07:34,2645,5666,SELL
HDFCBANK,813,813,738825,09-Jul-2026 09:07:34,254411,442785,SELL
SBIN,1019.8,1019.8,32808,09-Jul-2026 09:07:34,84852,137622,SELL
TMPV,332.9,332.9,21128,09-Jul-2026 09:07:35,117222,215683,SELL
AXISBANK,1312.9,1312.9,33225,09-Jul-2026 09:07:34,30994,34338,SELL
HDFCLIFE,557,557,2233,09-Jul-2026 09:07:46,25724,62178,SELL
ETERNAL,287.3,287.3,183423,09-Jul-2026 09:07:35,104433,382864,SELL
ITC,281.25,281.25,29714,09-Jul-2026 09:07:35,253186,478758,SELL
ADANIPORTS,1795.3,1795.3,6219,09-Jul-2026 09:07:34,12126,26837,SELL
ICICIBANK,1382.9,1382.9,87947,09-Jul-2026 09:07:34,37002,110590,SELL
WIPRO,173,173,29599,09-Jul-2026 09:07:35,189364,828306,SELL
HINDUNILVR,2139,2139,2038,09-Jul-2026 09:07:34,14645,18604,SELL
GRASIM,3139,3139,226,09-Jul-2026 09:07:47,2274,7727,SELL
BAJAJ-AUTO,10176,10176,665,09-Jul-2026 09:07:46,3197,2566,BUY
POWERGRID,280,280,26601,09-Jul-2026 09:07:36,89468,119048,SELL
NESTLEIND,1452,1452,601,09-Jul-2026 09:07:35,2257,15974,SELL
SUNPHARMA,1889.9,1889.9,3650,09-Jul-2026 09:07:34,4841,17495,SELL
NTPC,349,349,12712,09-Jul-2026 09:07:36,56953,83985,SELL
RELIANCE,1277.1,1277.1,148722,09-Jul-2026 09:07:35,279307,263342,BUY
BAJAJFINSV,1856,1856,1606,09-Jul-2026 09:07:34,3911,14985,SELL
ULTRACEMCO,11358,11358,493,09-Jul-2026 09:07:47,993,3288,SELL
APOLLOHOSP,8756.5,8756.5,1376,09-Jul-2026 09:07:46,2086,1492,BUY
HINDALCO,971.7,971.7,11117,09-Jul-2026 09:07:34,28799,38694,SELL
INDIGO,5124,5124,3458,09-Jul-2026 09:07:46,8058,9475,SELL
SBILIFE,1789,1789,1396,09-Jul-2026 09:07:48,3457,6770,SELL
TCS,2057.5,2057.5,44926,09-Jul-2026 09:07:35,53800,93103,SELL
EICHERMOT,7418,7418,2935,09-Jul-2026 09:07:46,4179,14066,SELL
M&M,3101,3101,18788,09-Jul-2026 09:07:34,25315,27850,SELL
CIPLA,1430,1430,2724,09-Jul-2026 09:07:46,6575,25762,SELL
HCLTECH,1144.1,1144.1,4592,09-Jul-2026 09:07:46,16592,198426,SELL
MAXHEALTH,1083.3,1083.3,6209,09-Jul-2026 09:07:35,12116,11855,BUY
TECHM,1426,1426,2112,09-Jul-2026 09:07:48,9511,24988,SELL
ASIANPAINT,2658,2658,1014,09-Jul-2026 09:07:46,5603,15559,SELL
INFY,1062.7,1062.7,43617,09-Jul-2026 09:07:34,46871,128562,SELL
DRREDDY,1340,1340,5643,09-Jul-2026 09:07:47,5112,26576,SELL
BAJFINANCE,1000,1000,153492,09-Jul-2026 09:07:34,24209,82088,SELL
