SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
BAJFINANCE,1095,1095,390729,31-Jul-2026 09:07:08,604002,104550,BUY
M&M,3379.9,3379.9,114566,31-Jul-2026 09:07:09,41141,34285,BUY
BAJAJFINSV,1932,1932,8503,31-Jul-2026 09:07:21,9552,18831,SELL
ASIANPAINT,2773.9,2773.9,4773,31-Jul-2026 09:07:20,54939,44157,BUY
HINDALCO,979.8,979.8,8488,31-Jul-2026 09:07:16,55402,69975,SELL
EICHERMOT,7899,7899,2286,31-Jul-2026 09:07:16,8618,22826,SELL
SUNPHARMA,2016.4,2016.4,4266,31-Jul-2026 09:07:21,12920,24021,SELL
TATASTEEL,188.25,188.25,115346,31-Jul-2026 09:07:08,480750,918388,SELL
LT,3962.9,3962.9,3018,31-Jul-2026 09:07:09,26173,55478,SELL
DRREDDY,1152,1152,1521,31-Jul-2026 09:07:20,21942,19456,BUY
BHARTIARTL,1969,1969,71148,31-Jul-2026 09:07:09,26293,77625,SELL
HDFCLIFE,548.7,548.7,2756,31-Jul-2026 09:07:21,145196,88199,BUY
ETERNAL,312.5,312.5,118057,31-Jul-2026 09:07:09,277736,604406,SELL
ADANIPORTS,1674,1674,12705,31-Jul-2026 09:07:16,28513,55555,SELL
HINDUNILVR,2119.6,2119.6,2684,31-Jul-2026 09:07:09,24176,23943,BUY
INDIGO,5260,5260,535,31-Jul-2026 09:07:20,4533,9477,SELL
NESTLEIND,1529,1529,5446,31-Jul-2026 09:07:22,6117,26123,SELL
CIPLA,1473.4,1473.4,550,31-Jul-2026 09:07:20,4538,27096,SELL
MARUTI,14250,14250,796,31-Jul-2026 09:07:09,4748,8545,SELL
JSWSTEEL,1276.4,1276.4,2034,31-Jul-2026 09:07:21,4751,34108,SELL
TATACONSUM,1098.9,1098.9,205,31-Jul-2026 09:07:08,15387,16314,SELL
APOLLOHOSP,9025,9025,1714,31-Jul-2026 09:07:20,1227,2997,SELL
TMPV,335.55,335.55,32477,31-Jul-2026 09:07:09,124752,364375,SELL
SBILIFE,1885,1885,515,31-Jul-2026 09:07:09,4575,14498,SELL
BAJAJ-AUTO,11475,11475,531,31-Jul-2026 09:07:20,1490,4055,SELL
GRASIM,3115.7,3115.7,126,31-Jul-2026 09:07:09,32553,6250,BUY
COALINDIA,413,413,31813,31-Jul-2026 09:07:09,165411,181850,SELL
TRENT,3008,3008,596,31-Jul-2026 09:07:22,6430,27891,SELL
SBIN,1028.1,1028.1,19336,31-Jul-2026 09:07:09,137062,132000,BUY
JIOFIN,247.5,247.5,35950,31-Jul-2026 09:07:09,400099,977221,SELL
POWERGRID,286.3,286.3,13637,31-Jul-2026 09:07:09,84943,153174,SELL
KOTAKBANK,390.2,390.2,9142,31-Jul-2026 09:07:09,78364,135401,SELL
SHRIRAMFIN,1029.2,1029.2,8809,31-Jul-2026 09:07:09,30484,126649,SELL
ITC,285.55,285.55,29207,31-Jul-2026 09:07:08,232162,732404,SELL
RELIANCE,1295,1295,58386,31-Jul-2026 09:07:09,207927,536776,SELL
MAXHEALTH,1126,1126,984,31-Jul-2026 09:07:22,8491,22270,SELL
ADANIENT,3051,3051,2691,31-Jul-2026 09:07:20,12727,20766,SELL
ULTRACEMCO,11850,11850,119,31-Jul-2026 09:07:08,2467,4556,SELL
ICICIBANK,1434.3,1434.3,142112,31-Jul-2026 09:07:09,124206,153440,SELL
BEL,385,385,51385,31-Jul-2026 09:07:09,257081,480877,SELL
TITAN,4850,4850,1098,31-Jul-2026 09:07:22,2788,5093,SELL
ONGC,241.58,241.58,15121,31-Jul-2026 09:07:08,203382,349835,SELL
HDFCBANK,753.95,753.95,713919,31-Jul-2026 09:07:08,368963,407588,SELL
AXISBANK,1226.2,1226.2,33798,31-Jul-2026 09:07:09,67715,141905,SELL
NTPC,344.1,344.1,10246,31-Jul-2026 09:07:09,72176,175763,SELL
WIPRO,184.85,184.85,143191,31-Jul-2026 09:07:08,197215,929950,SELL
TCS,2385,2385,60488,31-Jul-2026 09:07:09,10912,146870,SELL
HCLTECH,1317.7,1317.7,20066,31-Jul-2026 09:07:09,4720,189770,SELL
TECHM,1620,1620,14703,31-Jul-2026 09:07:08,3370,47600,SELL
INFY,1118.9,1118.9,62483,31-Jul-2026 09:07:08,47397,486843,SELL
