SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
JIOFIN,247.5,247.5,1632055,17-Jul-2026 09:07:55,3879741,1616823,BUY
INFY,1105,1105,151491,17-Jul-2026 09:07:55,118681,211147,SELL
TECHM,1540,1540,88456,17-Jul-2026 09:07:55,134279,97455,BUY
HCLTECH,1197.8,1197.8,43378,17-Jul-2026 09:07:55,45357,246273,SELL
TCS,2224.8,2224.8,14769,17-Jul-2026 09:07:55,42548,134371,SELL
BAJFINANCE,1044.9,1044.9,99363,17-Jul-2026 09:07:55,77878,153731,SELL
EICHERMOT,7450,7450,1562,17-Jul-2026 09:08:05,3251,13699,SELL
LT,3788.9,3788.9,3607,17-Jul-2026 09:07:55,31345,30886,BUY
BAJAJ-AUTO,10366,10366,595,17-Jul-2026 09:07:55,11337,8423,BUY
KOTAKBANK,377.5,377.5,25676,17-Jul-2026 09:07:54,52386,157336,SELL
ICICIBANK,1422.1,1422.1,67219,17-Jul-2026 09:07:55,83854,119720,SELL
RELIANCE,1300,1300,80784,17-Jul-2026 09:07:54,197316,517515,SELL
DRREDDY,1227.5,1227.5,1748,17-Jul-2026 09:08:03,22735,32727,SELL
GRASIM,3079.4,3079.4,1008,17-Jul-2026 09:08:04,11010,11065,SELL
HDFCBANK,810,810,246528,17-Jul-2026 09:07:54,226620,484639,SELL
ETERNAL,287,287,116585,17-Jul-2026 09:07:54,189853,972977,SELL
MAXHEALTH,1100,1100,2400,17-Jul-2026 09:08:04,12313,19696,SELL
ADANIENT,3156.1,3156.1,679,17-Jul-2026 09:08:03,18912,27658,SELL
HDFCLIFE,568.3,568.3,4092,17-Jul-2026 09:08:03,48581,99060,SELL
SBILIFE,1824.1,1824.1,2354,17-Jul-2026 09:08:06,5860,12482,SELL
SHRIRAMFIN,1025.4,1025.4,4775,17-Jul-2026 09:07:54,24885,61322,SELL
TMPV,332.1,332.1,21555,17-Jul-2026 09:07:54,122090,417483,SELL
HINDUNILVR,2100,2100,1710,17-Jul-2026 09:08:04,22783,21292,BUY
M&M,3119,3119,8737,17-Jul-2026 09:07:54,20564,46896,SELL
TRENT,2860.9,2860.9,913,17-Jul-2026 09:07:55,10557,32372,SELL
NTPC,342.5,342.5,11127,17-Jul-2026 09:07:55,106706,130798,SELL
COALINDIA,427.4,427.4,9569,17-Jul-2026 09:08:03,95390,144640,SELL
ITC,279.35,279.35,59040,17-Jul-2026 09:07:55,290172,726803,SELL
JSWSTEEL,1221,1221,2089,17-Jul-2026 09:08:05,10317,32910,SELL
BEL,407.1,407.1,28731,17-Jul-2026 09:07:54,203053,534020,SELL
CIPLA,1429.5,1429.5,1427,17-Jul-2026 09:08:04,6711,20801,SELL
INDIGO,5265.5,5265.5,774,17-Jul-2026 09:08:03,2930,11343,SELL
TITAN,4626,4626,1574,17-Jul-2026 09:08:06,2733,11147,SELL
POWERGRID,280.75,280.75,15157,17-Jul-2026 09:07:55,123199,172304,SELL
ULTRACEMCO,11770,11770,345,17-Jul-2026 09:08:06,949,7294,SELL
ADANIPORTS,1825.6,1825.6,3520,17-Jul-2026 09:08:03,13209,38405,SELL
AXISBANK,1307,1307,15937,17-Jul-2026 09:07:55,19016,56379,SELL
SBIN,1030.6,1030.6,16236,17-Jul-2026 09:07:54,73169,202228,SELL
SUNPHARMA,1948.7,1948.7,2355,17-Jul-2026 09:08:06,3727,20077,SELL
BAJAJFINSV,1836,1836,1219,17-Jul-2026 09:08:04,4988,17851,SELL
APOLLOHOSP,8875,8875,556,17-Jul-2026 09:07:55,1598,2205,SELL
TATASTEEL,185.2,185.2,73220,17-Jul-2026 09:07:54,222733,697879,SELL
BHARTIARTL,1918,1918,26775,17-Jul-2026 09:07:54,20403,71633,SELL
ONGC,246.2,246.2,13112,17-Jul-2026 09:08:04,103711,380824,SELL
MARUTI,13750,13750,1026,17-Jul-2026 09:07:54,2843,6676,SELL
ASIANPAINT,2665,2665,861,17-Jul-2026 09:08:04,4825,28162,SELL
HINDALCO,955,955,25349,17-Jul-2026 09:07:54,23028,85695,SELL
NESTLEIND,1416,1416,1464,17-Jul-2026 09:08:04,4979,27818,SELL
TATACONSUM,1082,1082,1279,17-Jul-2026 09:08:07,9073,18002,SELL
WIPRO,173.55,173.55,337688,17-Jul-2026 09:07:55,524292,1446401,SELL
