SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
ANGELONE,295.1,295.1,200862,04-Sep-2026 09:07:53,325225,221766,BUY
BSE,3400,3306.1,103639,04-Sep-2026 09:07:53,297593,202782,BUY
HINDZINC,598,598,26985,04-Sep-2026 09:07:53,105450,155904,SELL
IEX,121,121,107223,04-Sep-2026 09:07:52,498091,282331,BUY
MUTHOOTFIN,2971,2971,5686,04-Sep-2026 09:07:52,17542,14217,BUY
HAL,4831,4831,8482,04-Sep-2026 09:07:52,12113,18870,SELL
TATAELXSI,3625,3625,240,04-Sep-2026 09:07:53,3887,5715,SELL
MANAPPURAM,345.05,345.05,36154,04-Sep-2026 09:07:55,79876,74526,BUY
TRENT,2849,2849,1456,04-Sep-2026 09:07:53,10434,17829,SELL
MOTILALOFS,1023,1023,424,04-Sep-2026 09:07:54,4868,39106,SELL
BHARATFORG,1997.6,1997.6,2960,04-Sep-2026 09:08:06,9025,25889,SELL
RVNL,211,211,64180,04-Sep-2026 09:07:54,155488,224379,SELL
BANKBARODA,242.37,242.37,19083,04-Sep-2026 09:07:54,103166,407109,SELL
COALINDIA,418,418,76475,04-Sep-2026 09:07:54,104404,411934,SELL
ULTRACEMCO,11357,11357,1159,04-Sep-2026 09:07:53,4508,2664,BUY
BAJAJ-AUTO,12005,12005,352,04-Sep-2026 09:07:54,2663,3421,SELL
OBEROIRLTY,1914,1914,695,04-Sep-2026 09:07:53,4226,17911,SELL
MAZDOCK,2489,2489,2132,04-Sep-2026 09:07:54,7526,35255,SELL
OIL,492,492,3821,04-Sep-2026 09:07:55,21080,74191,SELL
PATANJALI,345,345,21020,04-Sep-2026 09:07:53,528016,98675,BUY
WIPRO,176.74,176.74,64469,04-Sep-2026 09:07:53,350275,298080,BUY
KFINTECH,933,933,800,04-Sep-2026 09:07:54,8876,23249,SELL
MCX,3187.8,3187.8,4347,04-Sep-2026 09:07:53,22738,35744,SELL
NTPC,332.75,332.75,20813,04-Sep-2026 09:07:53,74589,159204,SELL
VEDL,272,272,36042,04-Sep-2026 09:07:52,134843,358118,SELL
BANDHANBNK,165.11,165.11,2245,04-Sep-2026 09:08:06,89017,224957,SELL
COLPAL,1860,1860,347,04-Sep-2026 09:07:54,6262,11037,SELL
SRF,2631.1,2631.1,187,04-Sep-2026 09:07:53,2276,12929,SELL
NATIONALUM,376,376,10515,04-Sep-2026 09:07:54,44850,124154,SELL
COFORGE,1982,1982,5238,04-Sep-2026 09:07:53,8182,22977,SELL
BIOCON,404,404,1441,04-Sep-2026 09:07:53,22427,43545,SELL
CROMPTON,227.64,227.64,3563,04-Sep-2026 09:07:53,45315,90828,SELL
KALYANKJIL,588.2,588.2,9090,04-Sep-2026 09:07:54,42890,132605,SELL
MAHABANK,86.75,86.75,85981,04-Sep-2026 09:07:53,369503,816184,SELL
PNB,116.9,116.9,12631,04-Sep-2026 09:07:54,154902,418848,SELL
TORNTPHARM,4930,4930,201,04-Sep-2026 09:07:56,819,3190,SELL
BRITANNIA,5155,5155,57,04-Sep-2026 09:07:54,2185,2854,SELL
POWERGRID,266.9,266.9,35516,04-Sep-2026 09:07:53,159184,347824,SELL
HCLTECH,1324.9,1324.9,13373,04-Sep-2026 09:07:52,26924,49817,SELL
MPHASIS,2482,2482,710,04-Sep-2026 09:07:55,1248,7844,SELL
IREDA,113.5,113.5,11543,04-Sep-2026 09:07:57,200330,171329,BUY
SAIL,197.86,197.86,34009,04-Sep-2026 09:07:53,113265,703648,SELL
TECHM,1605.1,1605.1,2200,04-Sep-2026 09:07:52,6700,24180,SELL
CDSL,1400,1400,3957,04-Sep-2026 09:08:06,26271,103810,SELL
SAGILITY,47,47,53900,04-Sep-2026 09:07:53,304221,1114072,SELL
TCS,2330,2330,15384,04-Sep-2026 09:07:54,39164,51817,SELL
BOSCHLTD,47195,47195,29,04-Sep-2026 09:08:06,171,785,SELL
OFSS,12199,12199,242,04-Sep-2026 09:07:54,792,3852,SELL
PERSISTENT,5680,5680,572,04-Sep-2026 09:07:54,5097,10622,SELL
CANBK,126.3,126.3,29971,04-Sep-2026 09:08:06,426638,1085795,SELL
NMDC,84.52,84.52,27059,04-Sep-2026 09:08:07,823549,893108,SELL
ITC,264,264,19883,04-Sep-2026 09:07:52,253103,575464,SELL
LUPIN,2140.1,2140.1,275,04-Sep-2026 09:07:54,6092,12783,SELL
ADANIGREEN,1288,1288,1083,04-Sep-2026 09:07:54,17814,34938,SELL
INOXWIND,74.27,74.27,111248,04-Sep-2026 09:07:52,523997,1105998,SELL
CAMS,750,750,1789,04-Sep-2026 09:07:52,22114,49318,SELL
