SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
TMPV,317.2,317.2,37883,01-Sep-2026 09:07:54,308234,149238,BUY
M&M,3367,3367,38530,01-Sep-2026 09:07:54,22763,34866,SELL
ITC,261.5,261.5,146837,01-Sep-2026 09:07:54,833922,483388,BUY
BHARTIARTL,1852,1852,89043,01-Sep-2026 09:07:54,203086,30172,BUY
ADANIPORTS,1625,1625,106094,01-Sep-2026 09:07:54,145231,72088,BUY
ADANIENT,2910,2910,58675,01-Sep-2026 09:07:54,85215,56613,BUY
NESTLEIND,1514.8,1514.8,167241,01-Sep-2026 09:07:54,9499,125658,SELL
DRREDDY,1166.5,1166.5,3219,01-Sep-2026 09:08:06,18903,20217,SELL
HINDUNILVR,1987,1987,5694,01-Sep-2026 09:07:53,37762,26354,BUY
ONGC,233.8,233.8,54725,01-Sep-2026 09:07:53,297494,346796,SELL
CIPLA,1420.9,1420.9,3870,01-Sep-2026 09:07:53,14394,24975,SELL
BAJFINANCE,1065,1065,18310,01-Sep-2026 09:07:53,23982,60716,SELL
HINDALCO,1023,1023,23658,01-Sep-2026 09:07:53,45037,56252,SELL
RELIANCE,1285,1285,112441,01-Sep-2026 09:07:54,299612,248989,BUY
JSWSTEEL,1314.6,1314.6,2047,01-Sep-2026 09:08:06,9391,27775,SELL
BAJAJ-AUTO,12180,12180,3029,01-Sep-2026 09:07:54,3788,4602,SELL
KOTAKBANK,420.8,420.8,23356,01-Sep-2026 09:07:54,46404,62116,SELL
HCLTECH,1316.1,1316.1,3504,01-Sep-2026 09:08:06,12181,89097,SELL
EICHERMOT,7975,7975,759,01-Sep-2026 09:08:06,2311,5344,SELL
TECHM,1630,1630,1799,01-Sep-2026 09:08:06,5897,22212,SELL
TITAN,5104,5104,1185,01-Sep-2026 09:08:05,3232,16382,SELL
ULTRACEMCO,11450,11450,311,01-Sep-2026 09:08:05,1624,3327,SELL
TRENT,2880,2880,1219,01-Sep-2026 09:08:05,7136,16432,SELL
COALINDIA,401.75,401.75,21058,01-Sep-2026 09:07:54,160490,157367,BUY
TATACONSUM,1037.5,1037.5,1714,01-Sep-2026 09:08:06,8656,20809,SELL
NTPC,327.4,327.4,27994,01-Sep-2026 09:08:07,91735,162260,SELL
SBILIFE,1740.5,1740.5,811,01-Sep-2026 09:08:07,3660,4952,SELL
BEL,414.45,414.45,46928,01-Sep-2026 09:07:54,171061,985821,SELL
MARUTI,13540,13540,493,01-Sep-2026 09:07:55,1767,8349,SELL
POWERGRID,263.3,263.3,23260,01-Sep-2026 09:07:53,125119,259402,SELL
LT,4038,4038,1812,01-Sep-2026 09:07:53,18309,55698,SELL
ASIANPAINT,2645.3,2645.3,50244,01-Sep-2026 09:07:54,4342,34973,SELL
TATASTEEL,183.7,183.7,122897,01-Sep-2026 09:07:54,301844,1185077,SELL
APOLLOHOSP,8854.5,8854.5,369,01-Sep-2026 09:08:05,1276,6479,SELL
INFY,1128,1128,25127,01-Sep-2026 09:07:53,112563,153307,SELL
JIOFIN,240,240,75758,01-Sep-2026 09:07:54,328752,816357,SELL
HDFCBANK,705.05,705.05,654083,01-Sep-2026 09:07:54,444235,783403,SELL
HDFCLIFE,540,540,4278,01-Sep-2026 09:08:06,22182,50365,SELL
ICICIBANK,1442.9,1442.9,92172,01-Sep-2026 09:07:54,25427,145736,SELL
SBIN,1051.3,1051.3,43248,01-Sep-2026 09:07:54,61142,334178,SELL
ETERNAL,325,325,265142,01-Sep-2026 09:07:54,361467,1857887,SELL
SHRIRAMFIN,1099,1099,33200,01-Sep-2026 09:07:53,13923,161501,SELL
GRASIM,3337,3337,1618,01-Sep-2026 09:08:05,11959,54877,SELL
SUNPHARMA,1963.1,1963.1,33732,01-Sep-2026 09:07:54,24499,53369,SELL
BAJAJFINSV,1998.7,1998.7,3328,01-Sep-2026 09:08:05,3256,19325,SELL
TCS,2355,2355,36866,01-Sep-2026 09:07:54,23248,118395,SELL
WIPRO,181,181,37968,01-Sep-2026 09:07:54,131099,956526,SELL
AXISBANK,1274.9,1274.9,93251,01-Sep-2026 09:07:54,86446,212503,SELL
MAXHEALTH,1022,1022,4782,01-Sep-2026 09:08:07,14992,83600,SELL
INDIGO,5065,5065,4189,01-Sep-2026 09:07:54,3514,21652,SELL
