SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
PAGEIND,42225,42225,379,01-Jul-2026 09:07:43,1277,705,BUY
TITAN,4469,4469,5961,01-Jul-2026 09:07:30,7423,13742,SELL
SHREECEM,25590,25590,338,01-Jul-2026 09:07:30,140,252,SELL
KOTAKBANK,397.35,397.35,212621,01-Jul-2026 09:07:29,237435,687363,SELL
HAVELLS,1172.6,1172.6,2520,01-Jul-2026 09:07:41,16295,11018,BUY
ADANIPORTS,1829.5,1829.5,30922,01-Jul-2026 09:07:29,27638,47566,SELL
GODREJPROP,1884.9,1884.9,4748,01-Jul-2026 09:07:42,9715,13937,SELL
PRESTIGE,1579.9,1579.9,4379,01-Jul-2026 09:07:43,6670,7210,SELL
PIIND,2580,2580,973,01-Jul-2026 09:07:30,4748,3900,BUY
VOLTAS,1290,1290,2179,01-Jul-2026 09:07:41,18593,19858,SELL
LODHA,964.25,964.25,6903,01-Jul-2026 09:07:30,16251,42062,SELL
PAYTM,1152.1,1152.1,4486,01-Jul-2026 09:07:29,8571,37462,SELL
KAYNES,3150,3150,3187,01-Jul-2026 09:07:29,23567,17426,BUY
MPHASIS,2179.8,2179.8,223,01-Jul-2026 09:07:31,10448,7388,BUY
SUNPHARMA,1877.9,1877.9,4638,01-Jul-2026 09:07:41,7796,25482,SELL
PHOENIXLTD,1964,1964,396,01-Jul-2026 09:07:29,2006,7300,SELL
OBEROIRLTY,1783,1783,570,01-Jul-2026 09:07:30,3638,14543,SELL
BIOCON,421.45,421.45,7532,01-Jul-2026 09:07:30,73734,66141,BUY
MCX,2858.5,2858.5,13233,01-Jul-2026 09:07:30,50446,50940,SELL
SHRIRAMFIN,1050,1050,10543,01-Jul-2026 09:07:29,13618,69492,SELL
SUPREMEIND,3181.4,3181.4,1091,01-Jul-2026 09:07:31,2959,6025,SELL
HINDUNILVR,2133.5,2133.5,1568,01-Jul-2026 09:07:29,19941,16758,BUY
POLICYBZR,1640,1640,296,01-Jul-2026 09:07:30,2526,7100,SELL
GODREJCP,1017,1017,169,01-Jul-2026 09:07:42,5238,23463,SELL
NESTLEIND,1414.8,1414.8,2446,01-Jul-2026 09:07:43,9177,21019,SELL
TIINDIA,3049.9,3049.9,84,01-Jul-2026 09:07:42,3012,4082,SELL
TVSMOTOR,3484,3484,805,01-Jul-2026 09:07:29,6133,17505,SELL
GVT&D,4977,4977,1790,01-Jul-2026 09:07:30,7377,15275,SELL
UPL,575,575,5239,01-Jul-2026 09:07:30,29814,27571,BUY
ETERNAL,266.3,266.3,66575,01-Jul-2026 09:07:30,256273,635377,SELL
SBILIFE,1777,1777,1064,01-Jul-2026 09:07:30,5871,7618,SELL
CUMMINSIND,5695,5695,710,01-Jul-2026 09:07:32,1574,4219,SELL
ICICIPRULI,491,491,565,01-Jul-2026 09:07:42,22986,17315,BUY
LTF,312.7,312.7,48743,01-Jul-2026 09:07:30,146485,154044,SELL
M&M,3088,3088,15311,01-Jul-2026 09:07:30,70372,39691,BUY
CGPOWER,958,958,10131,01-Jul-2026 09:07:30,44363,70672,SELL
FORCEMOT,18690,18690,377,01-Jul-2026 09:07:30,1720,6257,SELL
APLAPOLLO,1799,1799,485,01-Jul-2026 09:07:30,4165,7118,SELL
GMRAIRPORT,112.74,112.74,60710,01-Jul-2026 09:07:30,213132,499770,SELL
TORNTPHARM,4646.9,4646.9,130,01-Jul-2026 09:07:29,1126,2896,SELL
INFY,1006,1006,118244,01-Jul-2026 09:07:30,205189,184180,BUY
BPCL,305.2,305.2,12032,01-Jul-2026 09:07:31,66252,211300,SELL
NBCC,105.5,105.5,40167,01-Jul-2026 09:07:43,147995,457584,SELL
POWERGRID,287.8,287.8,25848,01-Jul-2026 09:07:30,87888,151234,SELL
BDL,1375.4,1375.4,3667,01-Jul-2026 09:07:32,16158,49760,SELL
HEROMOTOCO,4818.9,4818.9,845,01-Jul-2026 09:07:30,5344,10635,SELL
DIXON,11980,11980,806,01-Jul-2026 09:07:41,4940,8241,SELL
IRFC,90.98,90.98,58858,01-Jul-2026 09:07:30,406302,1347321,SELL
LAURUSLABS,1525,1525,8459,01-Jul-2026 09:07:30,10338,18664,SELL
MAXHEALTH,1134.9,1134.9,2565,01-Jul-2026 09:07:30,6483,22284,SELL
OIL,419.05,419.05,2567,01-Jul-2026 09:07:43,18645,130207,SELL
SONACOMS,623,623,706,01-Jul-2026 09:07:41,13832,49632,SELL
KEI,5454,5454,651,01-Jul-2026 09:07:32,1871,5112,SELL
PFC,426.4,426.4,10331,01-Jul-2026 09:07:42,33360,97020,SELL
BANKBARODA,273.7,273.7,10916,01-Jul-2026 09:07:30,155106,182505,SELL
BHEL,416.1,416.1,23537,01-Jul-2026 09:07:29,67904,289461,SELL
GRASIM,3115,3115,402,01-Jul-2026 09:07:42,1194,11945,SELL
ASIANPAINT,2648,2648,2108,01-Jul-2026 09:07:30,5764,18607,SELL
BAJAJ-AUTO,9762,9762,556,01-Jul-2026 09:07:30,4272,4996,SELL
KALYANKJIL,388.5,388.5,7143,01-Jul-2026 09:07:30,47203,129194,SELL
LTM,3554.6,3554.6,918,01-Jul-2026 09:07:43,6528,5792,BUY
EXIDEIND,389.4,389.4,3806,01-Jul-2026 09:07:42,24645,68516,SELL
