SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
GVT&D,4420.2,4420.2,11436,27-Aug-2026 09:07:01,14862,13081,BUY
CANBK,131.43,131.43,257810,27-Aug-2026 09:07:02,283900,1718563,SELL
GMRAIRPORT,100.15,100.15,87496,27-Aug-2026 09:07:01,597710,304194,BUY
ADANIENSOL,1590,1590,9595,27-Aug-2026 09:07:05,23419,42689,SELL
ICICIBANK,1445,1445,299760,27-Aug-2026 09:07:02,31806,119137,SELL
DLF,679,679,3913,27-Aug-2026 09:07:01,40011,69057,SELL
POLYCAB,9148,9148,3323,27-Aug-2026 09:07:03,6683,11473,SELL
BEL,410.8,410.8,127700,27-Aug-2026 09:07:01,554969,710699,SELL
ADANIPOWER,209.15,209.15,97044,27-Aug-2026 09:07:01,301586,856774,SELL
APOLLOHOSP,8849,8849,1106,27-Aug-2026 09:07:07,2260,4063,SELL
PERSISTENT,5640,5640,1708,27-Aug-2026 09:07:02,3027,9873,SELL
ASHOKLEY,180.6,180.6,107995,27-Aug-2026 09:07:01,344282,632408,SELL
VEDL,289,289,147431,27-Aug-2026 09:07:02,2119055,867047,BUY
ZYDUSLIFE,1160,1160,5315,27-Aug-2026 09:07:02,31223,21312,BUY
POWERINDIA,33395,33395,156,27-Aug-2026 09:07:03,1052,1722,SELL
SWIGGY,288.8,288.8,17026,27-Aug-2026 09:07:02,109327,976038,SELL
UNIONBANK,189,189,24218,27-Aug-2026 09:07:02,102505,519568,SELL
GODREJCP,930,930,2422,27-Aug-2026 09:07:02,24221,42828,SELL
LTM,4494.6,4494.6,1188,27-Aug-2026 09:07:01,3883,6546,SELL
BANKBARODA,244.33,244.33,16102,27-Aug-2026 09:07:04,117353,283528,SELL
JSWSTEEL,1351,1351,19479,27-Aug-2026 09:07:03,17793,25735,SELL
CGPOWER,871.4,871.4,4467,27-Aug-2026 09:07:04,32771,53054,SELL
KEI,5580,5580,803,27-Aug-2026 09:07:06,2200,3381,SELL
LICHSGFIN,528.2,528.2,16008,27-Aug-2026 09:07:02,27504,84452,SELL
HAL,4900,4900,3499,27-Aug-2026 09:07:02,11667,36243,SELL
HINDALCO,1060.5,1060.5,22578,27-Aug-2026 09:07:03,19524,55731,SELL
ADANIPORTS,1703,1703,5004,27-Aug-2026 09:07:05,12884,38680,SELL
BHARTIARTL,1915,1915,93737,27-Aug-2026 09:07:02,32225,86500,SELL
GLENMARK,2455,2455,692,27-Aug-2026 09:07:01,2454,7480,SELL
VOLTAS,1225,1225,1049,27-Aug-2026 09:07:01,14755,27008,SELL
POLICYBZR,1852,1852,812,27-Aug-2026 09:07:01,7613,10995,SELL
ICICIPRULI,518.35,518.35,1745,27-Aug-2026 09:07:02,22589,20722,BUY
SBICARD,664.2,664.2,3700,27-Aug-2026 09:07:01,17650,19042,SELL
ETERNAL,329,329,162533,27-Aug-2026 09:07:02,167299,641700,SELL
MOTHERSON,166,166,20930,27-Aug-2026 09:07:01,115493,245793,SELL
TMPV,315,315,26466,27-Aug-2026 09:07:02,207052,194810,BUY
INDUSTOWER,379.95,379.95,6382,27-Aug-2026 09:07:02,33366,77812,SELL
BSE,3344,3344,5657,27-Aug-2026 09:07:02,41325,133792,SELL
VBL,423.55,423.55,128588,27-Aug-2026 09:07:02,174552,618370,SELL
RELIANCE,1305,1305,94093,27-Aug-2026 09:07:01,306631,392803,SELL
PRESTIGE,1623.6,1623.6,253,27-Aug-2026 09:07:01,3853,5155,SELL
LICI,417.45,417.45,6394,27-Aug-2026 09:07:02,151751,299619,SELL
ADANIGREEN,1309.9,1309.9,4321,27-Aug-2026 09:07:05,20456,53407,SELL
UNOMINDA,1266.3,1266.3,244,27-Aug-2026 09:07:02,3427,8194,SELL
FEDERALBNK,347,347,7008,27-Aug-2026 09:07:03,52414,93619,SELL
LT,4058,4058,5928,27-Aug-2026 09:07:02,26155,48825,SELL
CUMMINSIND,5225,5225,4816,27-Aug-2026 09:07:05,8782,6523,BUY
HINDZINC,629.5,629.5,55296,27-Aug-2026 09:07:01,99651,191271,SELL
MANKIND,2405,2405,119,27-Aug-2026 09:07:15,2689,10573,SELL
BAJFINANCE,1090,1090,26386,27-Aug-2026 09:07:05,29529,70186,SELL
COCHINSHIP,1554,1554,6410,27-Aug-2026 09:07:02,21541,64662,SELL
ASIANPAINT,2637.9,2637.9,1330,27-Aug-2026 09:07:04,6525,8848,SELL
PFC,361.75,361.75,37863,27-Aug-2026 09:07:02,103785,246787,SELL
ADANIENT,3125,3125,5427,27-Aug-2026 09:07:05,13427,25521,SELL
CDSL,1440,1440,11966,27-Aug-2026 09:07:01,50192,107320,SELL
JIOFIN,242,242,36913,27-Aug-2026 09:07:02,422642,682556,SELL
AXISBANK,1260,1260,52270,27-Aug-2026 09:07:01,70823,97526,SELL
IDEA,15.12,15.12,1246840,27-Aug-2026 09:07:02,7065739,14328026,SELL
SUNPHARMA,1907.1,1907.1,4147,27-Aug-2026 09:07:02,6439,17895,SELL
SRF,2593,2593,184,27-Aug-2026 09:07:04,2704,10173,SELL
ALKEM,5323.5,5323.5,2,27-Aug-2026 09:07:07,761,1030,SELL
BPCL,319.15,319.15,6837,27-Aug-2026 09:07:05,80756,160109,SELL
AUBANK,1117.4,1117.4,1407,27-Aug-2026 09:07:07,4796,13313,SELL
M&M,3410,3410,7367,27-Aug-2026 09:07:01,19215,27806,SELL
PETRONET,290,290,1841,27-Aug-2026 09:07:01,18865,61668,SELL
VMM,110,110,15569,27-Aug-2026 09:07:02,129641,550038,SELL
FORTIS,916.95,916.95,255,27-Aug-2026 09:07:03,7940,12327,SELL
INOXWIND,73.45,73.45,12782,27-Aug-2026 09:07:02,185239,448640,SELL
OFSS,11840,11840,331,27-Aug-2026 09:07:03,1195,5463,SELL
DABUR,393.5,393.5,2433,27-Aug-2026 09:07:02,41761,92147,SELL
INDIANB,891.95,891.95,803,27-Aug-2026 09:07:03,12111,69469,SELL
NMDC,88.5,88.5,97562,27-Aug-2026 09:07:02,339988,1055188,SELL
SAGILITY,44.13,44.13,52984,27-Aug-2026 09:07:02,717570,1317351,SELL
BANDHANBNK,174,174,5176,27-Aug-2026 09:07:02,93636,231202,SELL
LTF,323.15,323.15,3571,27-Aug-2026 09:07:15,48674,181401,SELL
RECLTD,323.15,323.15,6471,27-Aug-2026 09:07:02,169758,117083,BUY
OBEROIRLTY,1875.2,1875.2,237,27-Aug-2026 09:07:02,1424,5467,SELL
CAMS,748,748,1346,27-Aug-2026 09:07:07,26068,39725,SELL
COFORGE,1884.9,1884.9,4978,27-Aug-2026 09:07:04,11501,28413,SELL
COLPAL,1864.8,1864.8,297,27-Aug-2026 09:07:05,13966,5320,BUY
FORCEMOT,17495,17495,183,27-Aug-2026 09:07:04,1592,3162,SELL
PAYTM,1720.4,1720.4,4259,27-Aug-2026 09:07:02,12489,21969,SELL
LODHA,1268,1268,7265,27-Aug-2026 09:07:01,6721,36957,SELL
LAURUSLABS,1891.3,1891.3,14598,27-Aug-2026 09:07:02,17570,37124,SELL
BAJAJ-AUTO,11750,11750,348,27-Aug-2026 09:07:04,2345,2641,SELL
DELHIVERY,450,450,1515,27-Aug-2026 09:07:04,19356,29876,SELL
DIVISLAB,9045,9045,3094,27-Aug-2026 09:07:05,11484,5954,BUY
CHOLAFIN,1872,1872,1901,27-Aug-2026 09:07:06,4177,10455,SELL
BLUESTARCO,1488,1488,147,27-Aug-2026 09:07:04,6589,13199,SELL
AMBUJACEM,420,420,2499,27-Aug-2026 09:07:04,37232,106249,SELL
SIEMENS,4050,4050,473,27-Aug-2026 09:07:02,2872,7829,SELL
CIPLA,1405,1405,1290,27-Aug-2026 09:07:07,10889,18589,SELL
MAHABANK,85.74,85.74,97176,27-Aug-2026 09:07:02,522314,1199117,SELL
INDHOTEL,722,722,863,27-Aug-2026 09:07:03,15134,32563,SELL
CROMPTON,238.55,238.55,2932,27-Aug-2026 09:07:06,55045,154139,SELL
HDFCBANK,728.15,728.15,463560,27-Aug-2026 09:07:02,308625,816666,SELL
SUZLON,47,47,159462,27-Aug-2026 09:07:02,939328,2019475,SELL
BHEL,416,416,5637,27-Aug-2026 09:07:05,67066,198495,SELL
JSWENERGY,544.15,544.15,4030,27-Aug-2026 09:07:04,11579,48918,SELL
NTPC,335,335,25643,27-Aug-2026 09:07:01,200455,171040,BUY
MAXHEALTH,1006.1,1006.1,4096,27-Aug-2026 09:07:02,16875,27351,SELL
TVSMOTOR,4469,4469,3321,27-Aug-2026 09:07:02,1897,10776,SELL
BOSCHLTD,48945,48945,32,27-Aug-2026 09:07:05,170,1143,SELL
PHOENIXLTD,1926,1926,48,27-Aug-2026 09:07:15,2165,6725,SELL
WAAREEENER,2637.6,2637.6,1413,27-Aug-2026 09:07:02,11959,19535,SELL
BRITANNIA,5315,5315,321,27-Aug-2026 09:07:04,2360,5717,SELL
INDIGO,5255,5255,1670,27-Aug-2026 09:07:03,2100,12909,SELL
YESBANK,22.4,22.4,315759,27-Aug-2026 09:07:02,1545068,2711894,SELL
RADICO,4617.9,4617.9,172,27-Aug-2026 09:07:01,1597,9294,SELL
BHARATFORG,2006,2006,498,27-Aug-2026 09:07:06,5971,13025,SELL
JINDALSTEL,1176,1176,1467,27-Aug-2026 09:07:03,7659,15124,SELL
SBILIFE,1769,1769,3038,27-Aug-2026 09:07:03,9562,7029,BUY
NBCC,89.25,89.25,9987,27-Aug-2026 09:07:15,212718,506802,SELL
TECHM,1571.6,1571.6,3680,27-Aug-2026 09:07:03,13278,13008,BUY
AUROPHARMA,1623.5,1623.5,310,27-Aug-2026 09:07:05,1571,12536,SELL
BANKINDIA,146,146,19951,27-Aug-2026 09:07:06,85582,640386,SELL
HDFCLIFE,553.1,553.1,12266,27-Aug-2026 09:07:02,35764,63875,SELL
TATASTEEL,188.05,188.05,156129,27-Aug-2026 09:07:02,598025,1031847,SELL
MARICO,833.1,833.1,3397,27-Aug-2026 09:07:02,4440,24547,SELL
PAGEIND,35160,35160,6,27-Aug-2026 09:07:03,416,976,SELL
RBLBANK,382.55,382.55,621,27-Aug-2026 09:07:02,11242,59626,SELL
ABCAPITAL,410,410,8616,27-Aug-2026 09:07:05,55440,97717,SELL
AMBER,7466,7466,228,27-Aug-2026 09:07:07,4394,9392,SELL
ANGELONE,298.85,298.85,16056,27-Aug-2026 09:07:05,43219,180333,SELL
APLAPOLLO,2159,2159,1204,27-Aug-2026 09:07:05,1386,8405,SELL
ASTRAL,1526.1,1526.1,257,27-Aug-2026 09:07:07,7550,6497,BUY
COALINDIA,403.5,403.5,7329,27-Aug-2026 09:07:04,118249,180638,SELL
CONCOR,517,517,490,27-Aug-2026 09:07:05,11551,46782,SELL
DIXON,14735,14735,858,27-Aug-2026 09:07:02,4065,8919,SELL
DRREDDY,1182,1182,2109,27-Aug-2026 09:07:02,13643,28768,SELL
GODREJPROP,2035,2035,1844,27-Aug-2026 09:07:03,3529,24764,SELL
HDFCAMC,2667.9,2667.9,193,27-Aug-2026 09:07:02,7129,9653,SELL
IDFCFIRSTB,84.4,84.4,44376,27-Aug-2026 09:07:03,139025,831328,SELL
IEX,122,122,6968,27-Aug-2026 09:07:02,251859,261358,SELL
INDUSINDBK,1004,1004,1188,27-Aug-2026 09:07:02,11705,26112,SELL
INFY,1120,1120,90238,27-Aug-2026 09:07:01,111856,133826,SELL
IRFC,85.7,85.7,37367,27-Aug-2026 09:07:02,259115,486779,SELL
KALYANKJIL,610.6,610.6,8128,27-Aug-2026 09:07:01,45447,166992,SELL
MANAPPURAM,365.4,365.4,11251,27-Aug-2026 09:07:02,31435,78660,SELL
MARUTI,13520,13520,1481,27-Aug-2026 09:07:02,4555,6962,SELL
MAZDOCK,2625,2625,2660,27-Aug-2026 09:07:02,16573,79644,SELL
MOTILALOFS,1040,1040,2106,27-Aug-2026 09:07:02,4792,53625,SELL
NAM-INDIA,1223,1223,707,27-Aug-2026 09:07:01,7951,8502,SELL
NATIONALUM,399.3,399.3,17314,27-Aug-2026 09:07:15,51638,161220,SELL
NESTLEIND,1451.5,1451.5,2982,27-Aug-2026 09:07:15,7317,23224,SELL
NYKAA,340,340,11225,27-Aug-2026 09:07:03,20298,143263,SELL
OIL,469.15,469.15,1191,27-Aug-2026 09:07:03,18283,58107,SELL
ONGC,232.21,232.21,44296,27-Aug-2026 09:07:02,319031,345910,SELL
PGEL,587.15,587.15,2101,27-Aug-2026 09:07:15,9382,46999,SELL
PIDILITIND,1650,1650,234,27-Aug-2026 09:07:02,1864,13793,SELL
PIIND,2508.3,2508.3,305,27-Aug-2026 09:07:03,3059,7898,SELL
PNB,116.7,116.7,19795,27-Aug-2026 09:07:01,336088,674048,SELL
SBIN,1052,1052,33741,27-Aug-2026 09:07:01,58162,207289,SELL
SOLARINDS,20097,20097,216,27-Aug-2026 09:07:05,2377,3631,SELL
SONACOMS,795,795,1598,27-Aug-2026 09:07:04,15472,38676,SELL
SUPREMEIND,3540,3540,48,27-Aug-2026 09:07:03,1473,5320,SELL
TATAELXSI,3650,3650,385,27-Aug-2026 09:07:02,4722,6037,SELL
TCS,2270,2270,18894,27-Aug-2026 09:07:01,24787,50179,SELL
TITAN,5100,5100,2136,27-Aug-2026 09:07:03,4098,5919,SELL
TRENT,2908.2,2908.2,859,27-Aug-2026 09:07:01,6787,26161,SELL
WIPRO,177.35,177.35,51266,27-Aug-2026 09:07:01,220424,374697,SELL
GODFRYPHLP,2153,2153,539,27-Aug-2026 09:07:03,4980,12698,SELL
HEROMOTOCO,5594.5,5594.5,1962,27-Aug-2026 09:07:01,2043,5072,SELL
HINDPETRO,375.45,375.45,7722,27-Aug-2026 09:07:02,82601,572883,SELL
GAIL,174.45,174.45,6828,27-Aug-2026 09:07:02,65786,368347,SELL
PATANJALI,348,348,9871,27-Aug-2026 09:07:15,17130,135009,SELL
HINDUNILVR,2020,2020,3856,27-Aug-2026 09:07:02,32111,33293,SELL
IOC,139.37,139.37,28012,27-Aug-2026 09:07:01,171201,675276,SELL
JUBLFOOD,499.1,499.1,7310,27-Aug-2026 09:07:01,9710,49905,SELL
KPITTECH,589.5,589.5,3382,27-Aug-2026 09:07:02,16474,45697,SELL
TORNTPHARM,4885,4885,207,27-Aug-2026 09:07:02,425,2866,SELL
ABB,7600,7600,508,27-Aug-2026 09:07:07,1573,14942,SELL
HYUNDAI,2247,2247,292,27-Aug-2026 09:07:04,3061,9496,SELL
POWERGRID,264.8,264.8,44754,27-Aug-2026 09:07:02,154076,320667,SELL
SHREECEM,24825,24825,19,27-Aug-2026 09:07:04,162,171,SELL
DMART,3820,3820,1825,27-Aug-2026 09:07:04,10491,21101,SELL
ICICIGI,1594,1594,1238,27-Aug-2026 09:07:03,3946,11895,SELL
PREMIERENE,1003,1003,3942,27-Aug-2026 09:07:02,20459,57615,SELL
KOTAKBANK,415.75,415.75,50215,27-Aug-2026 09:07:01,79058,131327,SELL
RVNL,220.87,220.87,19198,27-Aug-2026 09:07:01,71068,359079,SELL
TIINDIA,2853.3,2853.3,20,27-Aug-2026 09:07:04,3345,2352,BUY
EICHERMOT,8015,8015,744,27-Aug-2026 09:07:02,1404,5443,SELL
HAVELLS,1255.6,1255.6,855,27-Aug-2026 09:07:06,4537,17861,SELL
UPL,587.8,587.8,11326,27-Aug-2026 09:07:02,16119,484525,SELL
MUTHOOTFIN,3198.7,3198.7,1721,27-Aug-2026 09:07:02,5198,18531,SELL
NHPC,76.04,76.04,48260,27-Aug-2026 09:07:02,177156,582490,SELL
360ONE,1194,1194,486,27-Aug-2026 09:07:04,2559,13183,SELL
HCLTECH,1295,1295,4784,27-Aug-2026 09:07:02,9568,79911,SELL
ITC,269.5,269.5,54716,27-Aug-2026 09:07:01,231680,579895,SELL
NAUKRI,1319.6,1319.6,564,27-Aug-2026 09:07:03,1823,17348,SELL
KAYNES,4020,4020,6382,27-Aug-2026 09:07:02,9843,25952,SELL
GRASIM,3289,3289,708,27-Aug-2026 09:07:03,67583,12243,BUY
MPHASIS,2391.2,2391.2,247,27-Aug-2026 09:07:03,2061,9052,SELL
ULTRACEMCO,11674,11674,434,27-Aug-2026 09:07:04,1543,5973,SELL
KFINTECH,972.8,972.8,1266,27-Aug-2026 09:07:15,8127,40227,SELL
BAJAJFINSV,2001.1,2001.1,1843,27-Aug-2026 09:07:05,2392,14857,SELL
SHRIRAMFIN,1112,1112,40468,27-Aug-2026 09:07:01,25827,73660,SELL
UNITDSPR,1531,1531,340,27-Aug-2026 09:07:02,1507,18788,SELL
SAIL,193.9,193.9,99796,27-Aug-2026 09:07:02,135740,741231,SELL
TATACONSUM,1041,1041,3156,27-Aug-2026 09:07:01,11779,24696,SELL
BDL,1355,1355,2815,27-Aug-2026 09:07:05,14245,74859,SELL
IREDA,118.1,118.1,15142,27-Aug-2026 09:07:03,107018,420867,SELL
BIOCON,415,415,1694,27-Aug-2026 09:07:05,25441,61313,SELL
MCX,3330,3330,4813,27-Aug-2026 09:07:02,18549,56051,SELL
MFSL,1590,1590,377,27-Aug-2026 09:07:01,1588,19540,SELL
ATHERENERG,1485,1485,17531,27-Aug-2026 09:07:02,22655,80568,SELL
PNBHOUSING,1177,1177,459,27-Aug-2026 09:07:15,3846,17019,SELL
LUPIN,2169.6,2169.6,23632,27-Aug-2026 09:07:01,5360,34943,SELL
BAJAJHLDNG,11440,11440,107,27-Aug-2026 09:07:08,306,1707,SELL
TATAPOWER,359.2,359.2,267342,27-Aug-2026 09:07:02,104791,286739,SELL
