SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
HDFCBANK,843,843,2536011,07-Jul-2026 09:07:10,522842,866752,SELL
TITAN,4550,4550,29085,07-Jul-2026 09:07:09,27045,30538,SELL
VBL,500,500,84723,07-Jul-2026 09:07:10,173770,125341,BUY
APLAPOLLO,1821.8,1821.8,594,07-Jul-2026 09:07:10,7402,8558,SELL
BAJAJHLDNG,10923,10923,105,07-Jul-2026 09:07:11,477,2311,SELL
ADANIENSOL,1637.7,1637.7,12782,07-Jul-2026 09:07:10,11985,29916,SELL
DALBHARAT,1788.7,1788.7,1227,07-Jul-2026 09:07:11,2951,9118,SELL
MPHASIS,2328,2328,1725,07-Jul-2026 09:07:10,10195,15701,SELL
OFSS,11159,11159,235,07-Jul-2026 09:07:10,1159,3535,SELL
IOC,142.75,142.75,101645,07-Jul-2026 09:07:10,348035,668662,SELL
PETRONET,277.5,277.5,2193,07-Jul-2026 09:07:10,25378,68990,SELL
MANKIND,2559.9,2559.9,1336,07-Jul-2026 09:07:23,6207,11574,SELL
SHRIRAMFIN,1070,1070,11400,07-Jul-2026 09:07:09,14316,85394,SELL
RADICO,4135.7,4135.7,2266,07-Jul-2026 09:07:10,5493,4149,BUY
NYKAA,315.7,315.7,11871,07-Jul-2026 09:07:09,14965,126810,SELL
HINDPETRO,403.1,403.1,30283,07-Jul-2026 09:07:09,79501,148164,SELL
PRESTIGE,1715,1715,1161,07-Jul-2026 09:07:09,7301,31668,SELL
SWIGGY,250.05,250.05,17658,07-Jul-2026 09:07:12,93832,160695,SELL
NAUKRI,1032,1032,1710,07-Jul-2026 09:07:09,9908,18937,SELL
PHOENIXLTD,2120,2120,2902,07-Jul-2026 09:07:09,13076,4596,BUY
TORNTPHARM,4854.8,4854.8,957,07-Jul-2026 09:07:12,2662,1440,BUY
BANDHANBNK,208.75,208.75,22302,07-Jul-2026 09:07:10,115550,370049,SELL
GODREJPROP,2060,2060,4539,07-Jul-2026 09:07:12,8326,13355,SELL
PNBHOUSING,1097,1097,1866,07-Jul-2026 09:07:23,16553,27410,SELL
ALKEM,5635,5635,57,07-Jul-2026 09:07:10,1193,1885,SELL
CHOLAFIN,1862,1862,3935,07-Jul-2026 09:07:09,4036,7162,SELL
360ONE,1140,1140,3489,07-Jul-2026 09:07:12,10733,16284,SELL
AMBUJACEM,444,444,1913,07-Jul-2026 09:07:09,29785,89741,SELL
DIVISLAB,6898,6898,471,07-Jul-2026 09:07:12,4307,4056,BUY
POWERINDIA,32550,32550,547,07-Jul-2026 09:07:09,1585,3542,SELL
TVSMOTOR,3727,3727,2084,07-Jul-2026 09:07:11,3890,13635,SELL
BHEL,389.7,389.7,10061,07-Jul-2026 09:07:10,68211,250789,SELL
