SYMBOL,PREOPEN,FINAL_PRICE,FINAL_QUANTITY,LAST_UPDATE,TOTAL_BUY_QTY,TOTAL_SELL_QTY,ADV_DECL
LTF,284.95,284.95,39522,25-Sep-2026 09:08:44,248901,93019,BUY
MCX,3463.6,3463.6,12768,25-Sep-2026 09:08:44,45986,41031,BUY
POWERINDIA,30995,30995,456,25-Sep-2026 09:08:44,1214,1870,SELL
POWERGRID,268.7,268.7,70026,25-Sep-2026 09:08:45,104683,245002,SELL
HEROMOTOCO,5340,5340,858,25-Sep-2026 09:08:44,3408,3365,BUY
TRENT,2720,2720,1185,25-Sep-2026 09:08:48,9262,12852,SELL
BSE,3206.1,3206.1,12221,25-Sep-2026 09:08:44,59195,98012,SELL
ADANIENT,2920,2920,4516,25-Sep-2026 09:08:45,11815,17586,SELL
TMPV,297,295,23860,25-Sep-2026 09:08:44,282652,356075,SELL
HINDZINC,591.1,591.1,4746,25-Sep-2026 09:08:45,60242,124217,SELL
BAJAJFINSV,1774,1774,1480,25-Sep-2026 09:08:44,7132,8765,SELL
HINDPETRO,352.55,352.55,20488,25-Sep-2026 09:08:44,90681,151625,SELL
NATIONALUM,360.6,360.6,23888,25-Sep-2026 09:08:45,43023,71624,SELL
BHEL,417.75,417.75,12725,25-Sep-2026 09:08:44,132653,112608,BUY
KAYNES,3530,3530,942,25-Sep-2026 09:08:45,9005,22297,SELL
SWIGGY,268.9,268.9,16345,25-Sep-2026 09:08:45,77380,329837,SELL
WAAREEENER,2494.4,2494.4,3257,25-Sep-2026 09:08:45,11757,20263,SELL
SUNPHARMA,1858.7,1858.7,1928,25-Sep-2026 09:08:48,7439,25092,SELL
COALINDIA,424,424,19252,25-Sep-2026 09:08:45,61385,277332,SELL
KOTAKBANK,406.9,406.9,18849,25-Sep-2026 09:08:44,47228,118181,SELL
TITAN,4855,4855,970,25-Sep-2026 09:08:44,3411,6071,SELL
JSWSTEEL,1279,1279,1834,25-Sep-2026 09:08:44,5004,20514,SELL
SOLARINDS,19570,19570,263,25-Sep-2026 09:08:48,2983,2172,BUY
NESTLEIND,1357,1357,1864,25-Sep-2026 09:08:59,7594,7313,BUY
SAGILITY,45.2,45.2,23674,25-Sep-2026 09:08:48,170033,589923,SELL
ZYDUSLIFE,1185.5,1185.5,1442,25-Sep-2026 09:08:49,4549,17172,SELL
AXISBANK,1191.5,1191.5,30430,25-Sep-2026 09:08:45,43468,70416,SELL
HDFCAMC,2390,2390,5689,25-Sep-2026 09:08:46,15245,8853,BUY
ULTRACEMCO,11100,11100,320,25-Sep-2026 09:08:48,993,2978,SELL
ASIANPAINT,2401.9,2401.9,1298,25-Sep-2026 09:08:44,5165,7485,SELL
MAXHEALTH,1050,1050,2458,25-Sep-2026 09:08:45,9844,31839,SELL
ADANIPORTS,1791.8,1791.8,4123,25-Sep-2026 09:08:58,9363,41576,SELL
SAIL,184.64,184.64,24355,25-Sep-2026 09:08:45,91676,579247,SELL
DRREDDY,1204.5,1204.5,1433,25-Sep-2026 09:08:45,9973,33587,SELL
BAJAJ-AUTO,11245,11245,361,25-Sep-2026 09:08:58,696,1660,SELL
BPCL,308.1,308.1,5380,25-Sep-2026 09:08:59,75036,111880,SELL
POLYCAB,8394,8394,225,25-Sep-2026 09:08:45,2396,6065,SELL
CGPOWER,889.5,889.5,4083,25-Sep-2026 09:08:44,24892,85047,SELL
CONCOR,467.8,467.8,1096,25-Sep-2026 09:08:44,16275,41968,SELL
RECLTD,309.2,309.2,5358,25-Sep-2026 09:08:47,88559,148512,SELL
RADICO,4494.9,4494.9,262,25-Sep-2026 09:08:47,2534,4617,SELL
TATASTEEL,188.57,188.57,40234,25-Sep-2026 09:08:45,395363,856443,SELL
CIPLA,1402.9,1402.9,2525,25-Sep-2026 09:08:45,5255,15737,SELL
FORCEMOT,17188,17188,119,25-Sep-2026 09:08:46,1482,1877,SELL
GRASIM,3175,3175,629,25-Sep-2026 09:08:47,26649,65285,SELL
ADANIPOWER,200,200,63453,25-Sep-2026 09:08:45,190310,554660,SELL
SBIN,980.8,980.8,17634,25-Sep-2026 09:08:45,83690,210392,SELL
ABCAPITAL,390.9,390.9,1991,25-Sep-2026 09:08:45,35408,66300,SELL
IDEA,14.15,14.15,972532,25-Sep-2026 09:08:45,12455498,13264503,SELL
KPITTECH,517.95,517.95,3734,25-Sep-2026 09:08:59,26036,53392,SELL
NTPC,327.3,327.3,12420,25-Sep-2026 09:08:59,60582,145613,SELL
SONACOMS,818,818,660,25-Sep-2026 09:08:49,9895,35138,SELL
PIDILITIND,1525,1525,1315,25-Sep-2026 09:08:45,5341,3511,BUY
PFC,340,340,6365,25-Sep-2026 09:08:44,159928,123284,BUY
TATAELXSI,3190,3190,276,25-Sep-2026 09:08:47,6304,5816,BUY
YESBANK,22.48,22.48,68025,25-Sep-2026 09:08:44,1437352,2457818,SELL
IOC,136.5,136.5,9676,25-Sep-2026 09:08:44,148050,430545,SELL
KALYANKJIL,574.6,574.6,17616,25-Sep-2026 09:08:44,45570,84742,SELL
LT,3865,3865,4940,25-Sep-2026 09:08:45,20343,27739,SELL
MUTHOOTFIN,2830,2830,359,25-Sep-2026 09:08:59,11458,8009,BUY
TATACONSUM,988,988,1261,25-Sep-2026 09:08:48,11655,13022,SELL
IEX,111.38,111.38,6669,25-Sep-2026 09:08:47,201389,314949,SELL
ASHOKLEY,157.52,157.52,14216,25-Sep-2026 09:08:45,155876,252588,SELL
BIOCON,387.5,387.5,7952,25-Sep-2026 09:08:45,16314,37824,SELL
GVT&D,4292,4292,849,25-Sep-2026 09:08:46,7202,10671,SELL
DLF,671.2,671.2,1620,25-Sep-2026 09:08:46,16878,41326,SELL
BANKBARODA,234.55,234.55,7231,25-Sep-2026 09:08:45,84347,197797,SELL
BRITANNIA,4900.5,4900.5,91,25-Sep-2026 09:08:44,2184,2120,BUY
AUBANK,1001,1001,1199,25-Sep-2026 09:08:48,8939,12687,SELL
FORTIS,878.15,878.15,2065,25-Sep-2026 09:08:45,7598,9857,SELL
LICHSGFIN,564.75,564.75,2368,25-Sep-2026 09:08:58,26680,39752,SELL
ADANIENSOL,1341.4,1341.4,623,25-Sep-2026 09:08:58,6722,14518,SELL
AMBER,6916,6916,245,25-Sep-2026 09:08:45,1300,2883,SELL
BAJAJHLDNG,10925,10925,124,25-Sep-2026 09:08:49,383,706,SELL
COFORGE,1786.9,1786.9,4057,25-Sep-2026 09:08:58,8338,22615,SELL
DMART,3789.8,3789.8,148,25-Sep-2026 09:08:45,2551,7792,SELL
MARUTI,11997,11997,619,25-Sep-2026 09:08:44,4585,4668,SELL
MOTHERSON,162.6,162.6,34471,25-Sep-2026 09:08:45,110802,131654,SELL
NYKAA,335.5,335.5,5821,25-Sep-2026 09:08:45,16122,63629,SELL
SRF,2535,2535,135,25-Sep-2026 09:08:49,1737,9507,SELL
ITC,268.1,268.1,42855,25-Sep-2026 09:08:45,214802,524901,SELL
APOLLOHOSP,8891,8891,1227,25-Sep-2026 09:08:44,2068,1478,BUY
EICHERMOT,7340.5,7340.5,776,25-Sep-2026 09:08:46,1929,2097,SELL
ETERNAL,335.6,335.6,66705,25-Sep-2026 09:08:45,190289,264423,SELL
GAIL,173.9,173.9,18653,25-Sep-2026 09:08:46,65814,294094,SELL
